New_Task_ID,Original_Task,Input_Transformation,Output_Transformation
342aa36e,47c1f68c.json,rotate_180,rotate_90_cw
375cee28,67385a82.json,rotate_180,rotate_90_cw
3787f0cd,9f236235.json,rotate_90_cw,rotate_90_ccw
37fc07a6,b91ae062.json,rotate_90_ccw,rotate_180
385d3bcf,7fe24cdd.json,rotate_90_cw,rotate_180
38b88268,1b2d62fb.json,rotate_90_cw,rotate_90_ccw
38e983ce,9ecd008a.json,rotate_180,rotate_90_cw
39581c28,1e0a9b12.json,rotate_90_ccw,rotate_180
3b0fd42c,b8825c91.json,rotate_90_ccw,rotate_180
3d294117,b190f7f5.json,rotate_180,rotate_90_ccw
3d5cf5ae,963e52fc.json,rotate_180,rotate_90_cw
3d67cfac,321b1fc6.json,rotate_180,rotate_90_cw
3e7de993,3ac3eb23.json,rotate_90_ccw,rotate_180
436eac25,99b1bc43.json,rotate_90_cw,rotate_90_ccw
4382eb87,7e0986d6.json,rotate_90_cw,rotate_180
43a55117,ea32f347.json,rotate_180,rotate_90_cw
460b5ff7,e5062a87.json,rotate_180,rotate_90_ccw
47d64b0b,a3325580.json,rotate_180,rotate_90_ccw
48f7a31a,c3f564a4.json,rotate_90_cw,rotate_90_ccw
48fc77fb,834ec97d.json,rotate_180,rotate_90_ccw
49843988,e98196ab.json,rotate_90_ccw,rotate_90_cw
4a26a2ce,a416b8f3.json,rotate_90_ccw,rotate_90_cw
4d71170f,868de0fa.json,rotate_180,rotate_90_ccw
4e91477b,5117e062.json,rotate_90_ccw,rotate_180
4e93079d,cbded52d.json,rotate_90_ccw,rotate_180
4f0fae80,e76a88a6.json,rotate_90_ccw,rotate_90_cw
4f21329b,98cf29f8.json,rotate_90_ccw,rotate_90_cw
50223f5e,95990924.json,rotate_90_cw,rotate_180
523b5d26,f25ffba3.json,rotate_90_ccw,rotate_90_cw
52a4b0ce,d13f3404.json,rotate_90_ccw,rotate_180
57505bf4,5bd6f4ac.json,rotate_90_cw,rotate_180
57ba6143,7f4411dc.json,rotate_180,rotate_90_ccw
57c1757f,0962bcdd.json,rotate_90_ccw,rotate_180
591e175e,54d82841.json,rotate_90_ccw,rotate_180
5b16c689,f2829549.json,rotate_90_cw,rotate_90_ccw
5bb6c194,eb5a1d5d.json,rotate_180+rotate_90_cw,rotate_90_ccw+rotate_180
5c271fb0,d43fd935.json,rotate_180,rotate_90_ccw
5e6b2d66,cf98881b.json,rotate_90_ccw,rotate_90_cw
6035622d,c8f0f002.json,rotate_90_cw,rotate_90_ccw
63350426,445eab21.json,rotate_180,rotate_90_ccw
64ca5cfa,ce4f8723.json,rotate_180,rotate_90_ccw
65635293,6e02f1e3.json,rotate_90_ccw,rotate_90_cw
658f126e,444801d8.json,rotate_90_cw+rotate_180,rotate_180+rotate_90_ccw
670e9939,77fdfe62.json,rotate_90_ccw,rotate_180
6b3538d6,60b61512.json,rotate_180,rotate_90_ccw
6b4f200d,beb8660c.json,rotate_180,rotate_90_cw
6b9af729,6430c8c4.json,rotate_180,rotate_90_cw
6e26b33e,484b58aa.json,rotate_90_ccw,rotate_180
6e8c6f41,253bf280.json,rotate_90_ccw,rotate_90_cw
6ff6e487,8eb1be9a.json,rotate_90_cw,rotate_90_ccw
70766a30,1fad071e.json,rotate_180,rotate_90_cw
70ba8b81,2281f1f4.json,rotate_90_ccw,rotate_180
710e341a,b8cdaf2b.json,rotate_90_cw,rotate_90_ccw
7142e540,1f876c06.json,rotate_180,rotate_90_ccw
71ab3814,1e32b0e9.json,rotate_90_ccw,rotate_90_cw
72ea2393,25ff71a9.json,rotate_90_ccw,rotate_180
7352c553,a61f2674.json,rotate_90_cw,rotate_90_ccw
7379c540,363442ee.json,rotate_90_cw,rotate_180
738a7525,aabf363d.json,rotate_90_ccw,rotate_90_cw
74a4eba4,4347f46a.json,rotate_180,rotate_90_ccw
756cab08,b60334d2.json,rotate_90_cw,rotate_90_ccw
75a07c4c,c9f8e694.json,rotate_90_cw,rotate_180
7656ba59,1e32b0e9.json,rotate_90_cw+rotate_90_ccw,rotate_180+rotate_90_cw
7a424559,2dc579da.json,rotate_90_cw,rotate_90_ccw
7adb327a,7468f01a.json,rotate_90_cw,rotate_180
7e597f69,44d8ac46.json,rotate_90_cw,rotate_90_ccw
7f724336,746b3537.json,rotate_180,rotate_90_cw
806769c2,fafffa47.json,rotate_90_ccw,rotate_180
8095374d,46f33fce.json,rotate_180,rotate_90_ccw
80a436d4,a1570a43.json,rotate_90_ccw,rotate_90_cw
817bbfc7,f76d97a5.json,rotate_180,rotate_90_ccw
83cb4b22,ce9e57f2.json,rotate_90_cw,rotate_90_ccw
85193c15,b7249182.json,rotate_90_cw,rotate_90_ccw
8647aaa4,05f2a901.json,rotate_90_ccw,rotate_180
892ac619,6e19193c.json,rotate_90_cw,rotate_180
899151bb,3af2c5a8.json,rotate_90_ccw,rotate_90_cw
8a19209b,62c24649.json,rotate_90_cw,rotate_180
8ab5357c,a87f7484.json,rotate_90_cw,rotate_90_ccw
8bc86366,760b3cac.json,rotate_90_cw,rotate_180
8df576a1,82819916.json,rotate_90_cw,rotate_90_ccw
8e16e853,228f6490.json,rotate_180,rotate_90_ccw
8e975698,ae3edfdc.json,rotate_90_cw,rotate_90_ccw
908d9c06,4c5c2cf0.json,rotate_90_cw,rotate_180
90b5330a,2013d3e2.json,rotate_90_cw,rotate_90_ccw
91b95e04,bb43febb.json,rotate_180,rotate_90_ccw
9273ef85,eb281b96.json,rotate_90_ccw,rotate_90_cw
92931b6f,41e4d17e.json,rotate_90_ccw,rotate_90_cw
936da8e4,68b16354.json,rotate_90_cw,rotate_180
93da646e,88a10436.json,rotate_90_ccw,rotate_180
957471cc,7b7f7511.json,rotate_90_ccw,rotate_180
95a0aacf,e9614598.json,rotate_90_cw,rotate_180
975bbf58,444801d8.json,rotate_90_cw,rotate_180
97ec46b7,6150a2bd.json,rotate_90_ccw,rotate_180
98af7ac0,ed36ccf7.json,rotate_180,rotate_90_cw
98cd3de2,97999447.json,rotate_90_ccw,rotate_90_cw
99639d97,6c434453.json,rotate_90_cw,rotate_90_ccw
99d1d8f8,ba26e723.json,rotate_180,rotate_90_ccw
9af2040b,af902bf9.json,rotate_90_ccw,rotate_180
9c24ab70,8d5021e8.json,rotate_90_cw,rotate_180
9c78a58c,cdecee7f.json,rotate_90_cw,rotate_180
9e8ad8a0,fcb5c309.json,rotate_180,rotate_90_ccw
9ed57ef1,2dee498d.json,rotate_180,rotate_90_cw
9edf744c,5614dbcf.json,rotate_90_cw,rotate_180
9ef48c11,eb5a1d5d.json,rotate_90_cw,rotate_90_ccw
9f8c97d6,6773b310.json,rotate_90_ccw,rotate_90_cw
a0178aa4,9dfd6313.json,rotate_180,rotate_90_cw
a2130362,25d487eb.json,rotate_90_ccw,rotate_90_cw
a2cfc66e,6fa7a44f.json,rotate_180,rotate_90_ccw
a32e9b06,91413438.json,rotate_90_cw,rotate_180
a45d9dd8,fcc82909.json,rotate_180,rotate_90_ccw
a6ac7a61,3c9b0459.json,rotate_90_cw,rotate_90_ccw
a7710a8f,3f7978a0.json,rotate_90_cw,rotate_90_ccw
a8036039,6d0aefbc.json,rotate_90_cw,rotate_180
a8d029d2,32597951.json,rotate_90_ccw,rotate_90_cw
ac1749ed,3618c87e.json,rotate_90_cw,rotate_90_ccw
adc0f613,40853293.json,rotate_90_cw,rotate_90_ccw
ae58f304,855e0971.json,rotate_180,rotate_90_ccw
aeaec6a9,b2862040.json,rotate_90_cw,rotate_180
af21f9e9,f2829549.json,rotate_180+rotate_90_ccw,rotate_180+rotate_90_cw
afba0119,ddf7fa4f.json,rotate_90_ccw,rotate_180
aff18e17,f8ff0b80.json,rotate_180,rotate_90_cw
b023719f,cce03e0d.json,rotate_90_cw,rotate_180
b0d57560,b0c4d837.json,rotate_90_cw,rotate_90_ccw
b233e4ca,b27ca6d3.json,rotate_90_cw,rotate_90_ccw
b3c6c49c,d687bc17.json,rotate_180,rotate_90_ccw
b4aec00b,3bd67248.json,rotate_180,rotate_90_cw
b50a73d8,794b24be.json,rotate_90_ccw,rotate_90_cw
b5d7e1c6,d0f5fe59.json,rotate_90_ccw,rotate_180
b95c7c97,a699fb00.json,rotate_90_ccw,rotate_90_cw
bc543764,c3e719e8.json,rotate_90_ccw,rotate_180
bdc08a16,be94b721.json,rotate_90_cw,rotate_180
bfee45d8,56ff96f3.json,rotate_180,rotate_90_ccw
c03093d8,681b3aeb.json,rotate_180,rotate_90_cw
c2964801,94f9d214.json,rotate_90_cw,rotate_90_ccw
c36cec84,bd4472b8.json,rotate_90_cw,rotate_90_ccw
c38262ae,1f642eb9.json,rotate_90_ccw,rotate_180
c8d762cf,c0f76784.json,rotate_90_cw,rotate_180
cdaa9d8b,88a10436.json,rotate_90_cw+rotate_90_ccw,rotate_180+rotate_90_cw
ce250b03,5521c0d9.json,rotate_90_ccw,rotate_180
ce4e5bd5,ba97ae07.json,rotate_90_cw,rotate_90_ccw
ce7d2dd9,137eaa0f.json,rotate_180,rotate_90_cw
cea9e88f,d2abd087.json,rotate_180,rotate_90_cw
cf289ef2,b94a9452.json,rotate_90_ccw,rotate_90_cw
d0a44aad,1f85a75f.json,rotate_180,rotate_90_cw
d0c91b45,46442a0e.json,rotate_90_ccw,rotate_180
d0dea036,3bdb4ada.json,rotate_90_cw,rotate_180
d11787a2,48d8fb45.json,rotate_90_cw,rotate_90_ccw
d1aedf3d,a61ba2ce.json,rotate_90_cw,rotate_180
d52f4678,2204b7a8.json,rotate_90_ccw,rotate_180
d73fdc1a,ff28f65a.json,rotate_90_cw,rotate_180
d9d0f8a4,99fa7670.json,rotate_180+rotate_90_ccw,rotate_90_ccw+rotate_180
db901eae,d2abd087.json,rotate_90_ccw+rotate_180,rotate_180+rotate_90_ccw
dc4c73f4,a9f96cdd.json,rotate_90_cw,rotate_90_ccw
ddcaf44d,7ddcd7ec.json,rotate_90_cw,rotate_180
ded24d0e,a2fd1cf0.json,rotate_180,rotate_90_cw
e3db67e0,29623171.json,rotate_90_cw,rotate_90_ccw
e487c6f2,23b5c85d.json,rotate_90_cw,rotate_180
e4aae412,e21d9049.json,rotate_90_cw+rotate_90_ccw,rotate_180+rotate_90_ccw
e6ae34d4,44f52bb0.json,rotate_90_cw,rotate_90_ccw
e6e55f1b,d9fac9be.json,rotate_180,rotate_90_ccw
e90688e0,8e1813be.json,rotate_180,rotate_90_ccw
e9e23bf6,1cf80156.json,rotate_180,rotate_90_cw
ecb4a3af,91714a58.json,rotate_90_cw,rotate_90_ccw
eeac2b4f,bda2d7a6.json,rotate_90_cw+rotate_90_ccw,rotate_90_cw+rotate_180
efd948c4,f25fbde4.json,rotate_90_ccw,rotate_90_cw
f04df611,dc433765.json,rotate_180,rotate_90_cw
f2e177f1,feca6190.json,rotate_180,rotate_90_ccw
f4a6eae8,6d75e8bb.json,rotate_90_ccw,rotate_90_cw
f6a3486b,0ca9ddb6.json,rotate_180,rotate_90_cw
f7252410,b1948b0a.json,rotate_90_ccw,rotate_180
f726b978,e6721834.json,rotate_90_cw,rotate_180
f8a864a5,e179c5f4.json,rotate_180,rotate_90_ccw
f91c3fa3,7c008303.json,rotate_180,rotate_90_cw
f98850a8,5168d44c.json,rotate_90_cw,rotate_180
f9d63eb5,53b68214.json,rotate_90_ccw,rotate_90_cw
fb2f9539,67a3c6ac.json,rotate_90_cw,rotate_90_ccw
fbc80fa2,27a28665.json,rotate_90_cw,rotate_180
fffc1226,de1cd16c.json,rotate_180,rotate_90_ccw
d2ddb74d,0a938d79.json,rotate_180,rotate_180
0032aa67,e8593010.json,reflect_vertical,reflect_horizontal
006a28fd,dc433765.json,reflect_horizontal,reflect_vertical
0141f3e2,5521c0d9.json,reflect_vertical,reflect_horizontal
01cc6ddd,e48d4e1a.json,reflect_vertical,reflect_horizontal
02efdfc3,1fad071e.json,reflect_vertical,reflect_horizontal
04140079,ea32f347.json,reflect_vertical,reflect_horizontal
089cca77,d687bc17.json,reflect_horizontal,reflect_vertical
0996401b,3f7978a0.json,reflect_vertical,reflect_horizontal
0accd120,d89b689b.json,reflect_horizontal,reflect_vertical
0ed809b7,868de0fa.json,reflect_vertical,reflect_horizontal
0f764732,6430c8c4.json,reflect_horizontal,reflect_vertical
10759c75,3bd67248.json,reflect_vertical,reflect_horizontal
10f0ecfd,025d127b.json,reflect_vertical,reflect_horizontal
146270d7,007bbfb7.json,reflect_horizontal,reflect_vertical
14719dd1,e21d9049.json,reflect_horizontal,reflect_vertical
15256387,1caeab9d.json,reflect_horizontal,reflect_vertical
162acd53,794b24be.json,reflect_vertical,reflect_horizontal
1777a517,a79310a0.json,reflect_horizontal,reflect_vertical
1d3949d2,1e0a9b12.json,reflect_vertical,reflect_horizontal
1e3bf778,834ec97d.json,reflect_vertical,reflect_horizontal
1fa17451,0a938d79.json,reflect_horizontal,reflect_vertical
20d12acf,44d8ac46.json,reflect_vertical,reflect_horizontal
20ed1f06,c0f76784.json,reflect_vertical,reflect_horizontal
2127b16f,5117e062.json,reflect_vertical,reflect_horizontal
26c16007,6150a2bd.json,reflect_vertical,reflect_horizontal
2753806b,5582e5ca.json,reflect_horizontal,reflect_vertical
27af16ac,137eaa0f.json,reflect_horizontal,reflect_vertical
28a465a2,ddf7fa4f.json,reflect_vertical,reflect_horizontal
28b2a9ce,6e82a1ae.json,reflect_horizontal,reflect_vertical
2b6a9f90,a1570a43.json,reflect_vertical,reflect_horizontal
2f05214d,496994bd.json,reflect_vertical,reflect_horizontal
30597de3,6cdd2623.json,reflect_horizontal,reflect_vertical
32d38173,4347f46a.json,reflect_vertical,reflect_horizontal
34c60cc3,5c0a986e.json,reflect_horizontal,reflect_vertical
36c12a5f,4c4377d9.json,reflect_vertical,reflect_horizontal
379a97c8,de1cd16c.json,reflect_horizontal,reflect_vertical
38455844,4258a5f9.json,reflect_horizontal,reflect_vertical
3903a066,6855a6e4.json,reflect_vertical,reflect_horizontal
3c8bb2cc,d9fac9be.json,reflect_horizontal,reflect_vertical
3cc81a10,f25ffba3.json,reflect_horizontal,reflect_vertical
3d85ae43,e3497940.json,reflect_vertical,reflect_horizontal
428da2ab,681b3aeb.json,reflect_horizontal,reflect_vertical
44b16e16,1f85a75f.json,reflect_vertical,reflect_horizontal
4562c968,d4f3cd78.json,reflect_horizontal,reflect_vertical
472df331,be94b721.json,reflect_horizontal,reflect_vertical
4832b551,469497ad.json,reflect_vertical,reflect_horizontal
4888abd4,3eda0437.json,reflect_vertical,reflect_horizontal
49e49c08,bdad9b1f.json,reflect_vertical,reflect_horizontal
49f61db2,29c11459.json,reflect_horizontal,reflect_vertical
4a8c24bd,b8cdaf2b.json,reflect_vertical,reflect_horizontal
4afb2405,c9f8e694.json,reflect_horizontal,reflect_vertical
4cd2b851,1190e5a7.json,reflect_vertical,reflect_horizontal
4e008736,47c1f68c.json,reflect_horizontal,reflect_vertical
500c99c2,d364b489.json,reflect_horizontal,reflect_vertical
51389ffd,a5f85a15.json,reflect_horizontal,reflect_vertical
539f0bae,3befdf3e.json,reflect_vertical,reflect_horizontal
53d69548,b27ca6d3.json,reflect_vertical,reflect_horizontal
54e85cec,b91ae062.json,reflect_horizontal,reflect_vertical
55d755bc,eb5a1d5d.json,reflect_horizontal,reflect_vertical
5610cb37,23b5c85d.json,reflect_vertical,reflect_horizontal
59addbdf,23581191.json,reflect_vertical,reflect_horizontal
5d54d1ce,6e19193c.json,reflect_horizontal,reflect_vertical
5df2a9c2,0962bcdd.json,reflect_vertical,reflect_horizontal
6077f26e,a61ba2ce.json,reflect_horizontal,reflect_vertical
609c6a0c,29ec7d0e.json,reflect_horizontal,reflect_vertical
620b85d4,846bdb03.json,reflect_vertical,reflect_horizontal
64a36678,d037b0a7.json,reflect_horizontal,reflect_vertical
662a8415,77fdfe62.json,reflect_horizontal,reflect_vertical
6686d16a,8e5a5113.json,reflect_horizontal,reflect_vertical
69e77709,ef135b50.json,reflect_horizontal,reflect_vertical
6df2723f,a87f7484.json,reflect_vertical,reflect_horizontal
70f646e9,6d0aefbc.json,reflect_vertical,reflect_horizontal
711598fa,8e1813be.json,reflect_horizontal,reflect_vertical
712f2950,d13f3404.json,reflect_vertical,reflect_horizontal
71d290e3,f1cefba8.json,reflect_horizontal,reflect_vertical
73a440b8,22eb0ac0.json,reflect_horizontal,reflect_vertical
73f79e39,53b68214.json,reflect_vertical,reflect_horizontal
79c74953,ff28f65a.json,reflect_vertical,reflect_horizontal
7c388707,995c5fa3.json,reflect_vertical,reflect_horizontal
7d0317e0,cce03e0d.json,reflect_horizontal,reflect_vertical
7eed9e2b,99fa7670.json,reflect_horizontal,reflect_vertical
7f2fec32,88a10436.json,reflect_vertical,reflect_horizontal
8624d682,a9f96cdd.json,reflect_horizontal,reflect_vertical
8a32c16a,56ff96f3.json,reflect_vertical,reflect_horizontal
8a342037,1e32b0e9.json,reflect_vertical,reflect_horizontal
8a525d7c,f25fbde4.json,reflect_vertical,reflect_horizontal
8a52d805,e6721834.json,reflect_vertical,reflect_horizontal
8bc38b23,ba97ae07.json,reflect_horizontal,reflect_vertical
9252f60a,ecdecbb3.json,reflect_horizontal,reflect_vertical
952d518b,b94a9452.json,reflect_vertical,reflect_horizontal
981a6d7e,780d0b14.json,reflect_vertical,reflect_horizontal
99f37919,3de23699.json,reflect_vertical,reflect_horizontal
9e35c72a,1cf80156.json,reflect_vertical,reflect_horizontal
a1604761,91714a58.json,reflect_horizontal,reflect_vertical
a25d3838,98cf29f8.json,reflect_horizontal,reflect_vertical
a2709448,6e02f1e3.json,reflect_horizontal,reflect_vertical
a7238537,3aa6fb7a.json,reflect_vertical,reflect_horizontal
a7d897cd,178fcbfb.json,reflect_horizontal,reflect_vertical
a928cc73,1c786137.json,reflect_horizontal,reflect_vertical
aa14671d,bc1d5164.json,reflect_horizontal,reflect_vertical
ae62bb24,dbc1a6ce.json,reflect_vertical,reflect_horizontal
b176e9d1,623ea044.json,reflect_vertical,reflect_horizontal
b2e67d47,d0f5fe59.json,reflect_horizontal,reflect_vertical
b301998d,0ca9ddb6.json,reflect_horizontal,reflect_vertical
b310162c,a65b410d.json,reflect_vertical,reflect_horizontal
b3d74fed,ed36ccf7.json,reflect_vertical,reflect_horizontal
b4fc421f,91413438.json,reflect_vertical,reflect_horizontal
b6104a13,7c008303.json,reflect_vertical,reflect_horizontal
b9b38058,7f4411dc.json,reflect_vertical,reflect_horizontal
bb4305ee,0dfd9992.json,reflect_vertical,reflect_horizontal
bc47b1eb,c9e6f938.json,reflect_vertical,reflect_horizontal
bebdb4e3,32597951.json,reflect_horizontal,reflect_vertical
becf95c6,3c9b0459.json,reflect_vertical,reflect_horizontal
bee17da0,ce9e57f2.json,reflect_horizontal,reflect_vertical
bffeb7d2,d511f180.json,reflect_horizontal,reflect_vertical
c2e23486,67a3c6ac.json,reflect_vertical,reflect_horizontal
c2f4909d,d6ad076f.json,reflect_horizontal,reflect_vertical
c6dd13b8,d5d6de2d.json,reflect_vertical,reflect_horizontal
c894a45f,b9b7f026.json,reflect_vertical,reflect_horizontal
c9f5418c,0d3d703e.json,reflect_horizontal,reflect_vertical
cbc58a16,e98196ab.json,reflect_vertical,reflect_horizontal
cd3fc100,60b61512.json,reflect_horizontal,reflect_vertical
ce53720f,2bcee788.json,reflect_horizontal,reflect_vertical
d3a532a4,7e0986d6.json,reflect_horizontal,reflect_vertical
d42fd385,3428a4f5.json,reflect_horizontal,reflect_vertical
d47cd54c,b7249182.json,reflect_horizontal,reflect_vertical
d88be567,b0c4d837.json,reflect_horizontal,reflect_vertical
d8c8e6f8,44f52bb0.json,reflect_horizontal,reflect_vertical
d9873176,228f6490.json,reflect_vertical,reflect_horizontal
d9dd6c1b,67e8384a.json,reflect_vertical,reflect_horizontal
da889a56,6fa7a44f.json,reflect_vertical,reflect_horizontal
db1e4367,82819916.json,reflect_vertical,reflect_horizontal
db76a7db,1bfc4729.json,reflect_vertical,reflect_horizontal
ddbe5e16,46f33fce.json,reflect_vertical,reflect_horizontal
de2b0014,28bf18c6.json,reflect_vertical,reflect_horizontal
dfa7ea6a,2204b7a8.json,reflect_vertical,reflect_horizontal
e08a3419,39a8645d.json,reflect_vertical,reflect_horizontal
e267c349,f76d97a5.json,reflect_horizontal,reflect_vertical
e800bf0e,8efcae92.json,reflect_horizontal,reflect_vertical
eaf05109,1f876c06.json,reflect_horizontal,reflect_vertical
ee5661cb,2bee17df.json,reflect_vertical,reflect_horizontal
ef29c4de,48d8fb45.json,reflect_horizontal,reflect_vertical
ef2dac42,d10ecb37.json,reflect_vertical,reflect_horizontal
efce41c6,9565186b.json,reflect_vertical,reflect_horizontal
effc7f69,2013d3e2.json,reflect_horizontal,reflect_vertical
f0c473aa,d2abd087.json,reflect_horizontal,reflect_vertical
f5427562,85c4e7cd.json,reflect_vertical,reflect_horizontal
f5bcb59c,ce4f8723.json,reflect_horizontal,reflect_vertical
f6e3ff7b,fafffa47.json,reflect_horizontal,reflect_vertical
f948970a,b60334d2.json,reflect_horizontal,reflect_vertical
f98ec812,a3df8b1e.json,reflect_horizontal,reflect_vertical
fbada31e,6c434453.json,reflect_vertical,reflect_horizontal
fce9f5ac,7837ac64.json,reflect_vertical,reflect_horizontal
fdb0dfc7,a2fd1cf0.json,reflect_vertical,reflect_horizontal
ffcb9d21,6f8cd79b.json,reflect_horizontal,reflect_vertical
ffd8ceff,74dd1130.json,reflect_vertical,reflect_horizontal
