New_Task_ID,Original_Task,Input_Transformation,Output_Transformation
48f7a31a,c3f564a4.json,rotate_90_cw,rotate_90_ccw
2b726cab,c59eb873.json,rotate_90_ccw,rotate_180
6035622d,c8f0f002.json,rotate_90_cw,rotate_90_ccw
7eb0babb,c9e6f938.json,rotate_180,rotate_180
75a07c4c,c9f8e694.json,rotate_90_cw,rotate_180
4e93079d,cbded52d.json,rotate_90_ccw,rotate_180
b023719f,cce03e0d.json,rotate_90_cw,rotate_180
9c78a58c,cdecee7f.json,rotate_90_cw,rotate_180
0afb8045,ce22a75a.json,rotate_180,rotate_90_ccw
64ca5cfa,ce4f8723.json,rotate_180,rotate_90_ccw
83cb4b22,ce9e57f2.json,rotate_90_cw,rotate_90_ccw
5e6b2d66,cf98881b.json,rotate_90_ccw,rotate_90_cw
579e60de,d037b0a7.json,rotate_90_ccw,rotate_90_ccw
e2a230e1,d06dbe63.json,rotate_180,rotate_180
b5d7e1c6,d0f5fe59.json,rotate_90_ccw,rotate_180
aa783705,d10ecb37.json,rotate_90_ccw,rotate_90_ccw
52a4b0ce,d13f3404.json,rotate_90_ccw,rotate_180
1b6912c6,d23f8c26.json,rotate_180,rotate_90_ccw
cea9e88f,d2abd087.json,rotate_180,rotate_90_cw
5bd9f198,d364b489.json,rotate_90_cw,rotate_90_cw
41a47a51,d406998b.json,rotate_180,rotate_180
5c271fb0,d43fd935.json,rotate_180,rotate_90_ccw
09ced63f,d4a91cb9.json,rotate_90_cw,rotate_90_ccw
5b55fbd5,d4f3cd78.json,rotate_90_cw,rotate_90_cw
16264fb9,d511f180.json,rotate_90_cw,rotate_90_cw
31f2517d,d5d6de2d.json,rotate_90_cw,rotate_90_ccw
20bcd162,d631b094.json,rotate_90_ccw,rotate_90_ccw
b3c6c49c,d687bc17.json,rotate_180,rotate_90_ccw
28a8bafa,d6ad076f.json,rotate_180,rotate_90_cw
a59d1b7c,d89b689b.json,rotate_180,rotate_180
5497f03b,d90796e8.json,rotate_90_ccw,rotate_90_ccw
e6e55f1b,d9fac9be.json,rotate_180,rotate_90_ccw
f572d237,dae9d2b5.json,rotate_180,rotate_180
198e24f8,db3e9e38.json,rotate_90_cw,rotate_90_ccw
4d6e5092,dbc1a6ce.json,rotate_90_ccw,rotate_90_ccw
068349d7,dc0a314f.json,rotate_180,rotate_180
f376f16b,dc1df850.json,rotate_180,rotate_180
f04df611,dc433765.json,rotate_180,rotate_90_cw
afba0119,ddf7fa4f.json,rotate_90_ccw,rotate_180
fffc1226,de1cd16c.json,rotate_180,rotate_90_ccw
f8a864a5,e179c5f4.json,rotate_180,rotate_90_ccw
c0e39f5e,e21d9049.json,rotate_180,rotate_180
2d296aa2,e26a3af2.json,rotate_180,rotate_180
e2b063a5,e3497940.json,rotate_90_ccw,rotate_90_ccw
1d47c799,e48d4e1a.json,rotate_90_ccw,rotate_180
460b5ff7,e5062a87.json,rotate_180,rotate_90_ccw
f726b978,e6721834.json,rotate_90_cw,rotate_180
4f0fae80,e76a88a6.json,rotate_90_ccw,rotate_90_cw
7979f8c0,e8593010.json,rotate_90_cw,rotate_90_cw
95a0aacf,e9614598.json,rotate_90_cw,rotate_180
49843988,e98196ab.json,rotate_90_ccw,rotate_90_cw
46445496,e9afcf9a.json,rotate_180,rotate_180
43a55117,ea32f347.json,rotate_180,rotate_90_cw
777db7a2,ea786f4a.json,rotate_180,rotate_180
9273ef85,eb281b96.json,rotate_90_ccw,rotate_90_cw
9ef48c11,eb5a1d5d.json,rotate_90_cw,rotate_90_ccw
bcda3e04,ecdecbb3.json,rotate_90_ccw,rotate_90_ccw
98af7ac0,ed36ccf7.json,rotate_180,rotate_90_cw
08321e60,ef135b50.json,rotate_180,rotate_90_ccw
15c5c6b3,f1cefba8.json,rotate_90_ccw,rotate_90_cw
efd948c4,f25fbde4.json,rotate_90_ccw,rotate_90_cw
523b5d26,f25ffba3.json,rotate_90_ccw,rotate_90_cw
5b16c689,f2829549.json,rotate_90_cw,rotate_90_ccw
25087915,f5b8619d.json,rotate_90_ccw,rotate_90_ccw
817bbfc7,f76d97a5.json,rotate_180,rotate_90_ccw
7207378b,f8b3ba0a.json,rotate_90_ccw,rotate_90_ccw
aff18e17,f8ff0b80.json,rotate_180,rotate_90_cw
10dbff0f,f9012d9b.json,rotate_90_ccw,rotate_90_cw
806769c2,fafffa47.json,rotate_90_ccw,rotate_180
9e8ad8a0,fcb5c309.json,rotate_180,rotate_90_ccw
a45d9dd8,fcc82909.json,rotate_180,rotate_90_ccw
f2e177f1,feca6190.json,rotate_180,rotate_90_ccw
d73fdc1a,ff28f65a.json,rotate_90_cw,rotate_180
146270d7,007bbfb7.json,reflect_horizontal,reflect_vertical
10f0ecfd,025d127b.json,reflect_vertical,reflect_horizontal
8810db6c,0520fde7.json,reflect_vertical,reflect_vertical
43343337,05f2a901.json,reflect_horizontal,reflect_horizontal
8bb3a4ef,06df4c85.json,reflect_vertical,reflect_vertical
0ac8ac11,08ed6ac7.json,reflect_horizontal,reflect_horizontal
5df2a9c2,0962bcdd.json,reflect_vertical,reflect_horizontal
1fa17451,0a938d79.json,reflect_horizontal,reflect_vertical
b301998d,0ca9ddb6.json,reflect_horizontal,reflect_vertical
c9f5418c,0d3d703e.json,reflect_horizontal,reflect_vertical
bb4305ee,0dfd9992.json,reflect_vertical,reflect_horizontal
4cd2b851,1190e5a7.json,reflect_vertical,reflect_horizontal
27af16ac,137eaa0f.json,reflect_horizontal,reflect_vertical
a7d897cd,178fcbfb.json,reflect_horizontal,reflect_vertical
67a99293,1b2d62fb.json,reflect_horizontal,reflect_horizontal
db76a7db,1bfc4729.json,reflect_vertical,reflect_horizontal
a928cc73,1c786137.json,reflect_horizontal,reflect_vertical
15256387,1caeab9d.json,reflect_horizontal,reflect_vertical
9e35c72a,1cf80156.json,reflect_vertical,reflect_horizontal
1d3949d2,1e0a9b12.json,reflect_vertical,reflect_horizontal
8a342037,1e32b0e9.json,reflect_vertical,reflect_horizontal
510bd7f3,1f642eb9.json,reflect_vertical,reflect_vertical
44b16e16,1f85a75f.json,reflect_vertical,reflect_horizontal
eaf05109,1f876c06.json,reflect_horizontal,reflect_vertical
02efdfc3,1fad071e.json,reflect_vertical,reflect_horizontal
effc7f69,2013d3e2.json,reflect_horizontal,reflect_vertical
dfa7ea6a,2204b7a8.json,reflect_vertical,reflect_horizontal
0ce55d2b,22168020.json,reflect_vertical,reflect_vertical
d21eef17,2281f1f4.json,reflect_horizontal,reflect_horizontal
d9873176,228f6490.json,reflect_vertical,reflect_horizontal
73a440b8,22eb0ac0.json,reflect_horizontal,reflect_vertical
59addbdf,23581191.json,reflect_vertical,reflect_horizontal
1d3e8765,239be575.json,reflect_horizontal,reflect_horizontal
5610cb37,23b5c85d.json,reflect_vertical,reflect_horizontal
9a48d6ac,253bf280.json,reflect_vertical,reflect_vertical
279afbc0,25d487eb.json,reflect_vertical,reflect_vertical
a8f4f583,25d8a9c8.json,reflect_vertical,reflect_vertical
88438166,25ff71a9.json,reflect_vertical,reflect_vertical
016cdee0,272f95fa.json,reflect_vertical,reflect_vertical
c8aeda0d,27a28665.json,reflect_horizontal,reflect_horizontal
de2b0014,28bf18c6.json,reflect_vertical,reflect_horizontal
d3c48424,29623171.json,reflect_horizontal,reflect_horizontal
49f61db2,29c11459.json,reflect_horizontal,reflect_vertical
609c6a0c,29ec7d0e.json,reflect_horizontal,reflect_vertical
ce53720f,2bcee788.json,reflect_horizontal,reflect_vertical
ee5661cb,2bee17df.json,reflect_vertical,reflect_horizontal
87e1d98b,2dc579da.json,reflect_horizontal,reflect_horizontal
a6573ecc,2dee498d.json,reflect_vertical,reflect_vertical
d04c4832,31aa019c.json,reflect_vertical,reflect_vertical
53d0b4eb,321b1fc6.json,reflect_horizontal,reflect_horizontal
bebdb4e3,32597951.json,reflect_horizontal,reflect_vertical
d42fd385,3428a4f5.json,reflect_horizontal,reflect_vertical
d0156500,3618c87e.json,reflect_horizontal,reflect_horizontal
9f13dc33,363442ee.json,reflect_horizontal,reflect_horizontal
8117ac09,36fdfd69.json,reflect_horizontal,reflect_horizontal
e08a3419,39a8645d.json,reflect_vertical,reflect_horizontal
a7238537,3aa6fb7a.json,reflect_vertical,reflect_horizontal
cf971de1,3ac3eb23.json,reflect_vertical,reflect_vertical
39d0b1c0,3af2c5a8.json,reflect_vertical,reflect_vertical
10759c75,3bd67248.json,reflect_vertical,reflect_horizontal
7bcc5bb7,3bdb4ada.json,reflect_horizontal,reflect_horizontal
539f0bae,3befdf3e.json,reflect_vertical,reflect_horizontal
becf95c6,3c9b0459.json,reflect_vertical,reflect_horizontal
99f37919,3de23699.json,reflect_vertical,reflect_horizontal
4888abd4,3eda0437.json,reflect_vertical,reflect_horizontal
0996401b,3f7978a0.json,reflect_vertical,reflect_horizontal
46b0470d,40853293.json,reflect_vertical,reflect_vertical
fa8e024f,41e4d17e.json,reflect_horizontal,reflect_horizontal
38455844,4258a5f9.json,reflect_horizontal,reflect_vertical
32d38173,4347f46a.json,reflect_vertical,reflect_horizontal
cd192b87,444801d8.json,reflect_horizontal,reflect_horizontal
cda33902,445eab21.json,reflect_vertical,reflect_vertical
20d12acf,44d8ac46.json,reflect_vertical,reflect_horizontal
d8c8e6f8,44f52bb0.json,reflect_horizontal,reflect_vertical
5c389d56,46442a0e.json,reflect_vertical,reflect_vertical
4832b551,469497ad.json,reflect_vertical,reflect_horizontal
ddbe5e16,46f33fce.json,reflect_vertical,reflect_horizontal
4e008736,47c1f68c.json,reflect_horizontal,reflect_vertical
9dece29e,484b58aa.json,reflect_vertical,reflect_vertical
ef29c4de,48d8fb45.json,reflect_horizontal,reflect_vertical
2f05214d,496994bd.json,reflect_vertical,reflect_horizontal
5b226720,49d1d64f.json,reflect_horizontal,reflect_horizontal
298ad750,4be741c5.json,reflect_vertical,reflect_vertical
36c12a5f,4c4377d9.json,reflect_vertical,reflect_horizontal
8e235455,4c5c2cf0.json,reflect_horizontal,reflect_horizontal
72e235a3,508bd3b6.json,reflect_horizontal,reflect_horizontal
2127b16f,5117e062.json,reflect_vertical,reflect_horizontal
8f2c33d1,5168d44c.json,reflect_horizontal,reflect_horizontal
73f79e39,53b68214.json,reflect_vertical,reflect_horizontal
debbd9d1,543a7ed5.json,reflect_vertical,reflect_vertical
d724ca3e,54d82841.json,reflect_horizontal,reflect_horizontal
27fdb69e,54d9e175.json,reflect_horizontal,reflect_horizontal
0141f3e2,5521c0d9.json,reflect_vertical,reflect_horizontal
2753806b,5582e5ca.json,reflect_horizontal,reflect_vertical
722ffc5e,5614dbcf.json,reflect_vertical,reflect_vertical
8a32c16a,56ff96f3.json,reflect_vertical,reflect_horizontal
5f48c387,5ad4f10b.json,reflect_horizontal,reflect_horizontal
e515742e,5bd6f4ac.json,reflect_horizontal,reflect_horizontal
34c60cc3,5c0a986e.json,reflect_horizontal,reflect_vertical
cd3fc100,60b61512.json,reflect_horizontal,reflect_vertical
26c16007,6150a2bd.json,reflect_vertical,reflect_horizontal
b176e9d1,623ea044.json,reflect_vertical,reflect_horizontal
42b19113,62c24649.json,reflect_horizontal,reflect_horizontal
333eeb10,63613498.json,reflect_vertical,reflect_vertical
0f764732,6430c8c4.json,reflect_horizontal,reflect_vertical
b17d4953,6455b5f5.json,reflect_vertical,reflect_vertical
a8eb2cb1,67385a82.json,reflect_horizontal,reflect_horizontal
e8cba7a1,6773b310.json,reflect_vertical,reflect_vertical
c2e23486,67a3c6ac.json,reflect_vertical,reflect_horizontal
d9dd6c1b,67e8384a.json,reflect_vertical,reflect_horizontal
428da2ab,681b3aeb.json,reflect_horizontal,reflect_vertical
3903a066,6855a6e4.json,reflect_vertical,reflect_horizontal
b6721d31,68b16354.json,reflect_vertical,reflect_vertical
fa0b403d,694f12f3.json,reflect_vertical,reflect_vertical
5bed5c90,6b9890af.json,reflect_horizontal,reflect_horizontal
fbada31e,6c434453.json,reflect_vertical,reflect_horizontal
30597de3,6cdd2623.json,reflect_horizontal,reflect_vertical
6fbbfb54,6d0160f0.json,reflect_horizontal,reflect_horizontal
70f646e9,6d0aefbc.json,reflect_vertical,reflect_horizontal
529aa2b6,6d75e8bb.json,reflect_vertical,reflect_vertical
a2709448,6e02f1e3.json,reflect_horizontal,reflect_vertical
5d54d1ce,6e19193c.json,reflect_horizontal,reflect_vertical
28b2a9ce,6e82a1ae.json,reflect_horizontal,reflect_vertical
