Task,gemini-3.5-flash-lite
095559ec.json,"0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 5 5 0 3 3 0 0
0 0 0 5 0 0 0 3 3 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 3 0 0 0 0 0 0 2
0 0 3 0 0 3 3 0 0 2
0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0"
09eaa19f.json,"5 8 2 2
7 6 1 4
7 2 6 3
2 2 8 3"
0a807bfc.json,"2 2 2 5 2 2 5 5 2 5
5 2 0 0 2 2 0 2 0 0
2 2 2 5 2 2 5 5 2 5
5 2 0 0 2 2 0 2 0 0
2 2 2 5 2 2 5 5 2 5
2 2 2 2 2 2 2 2 2 2
5 2 0 0 2 2 0 2 0 0
5 2 0 0 2 2 0 2 0 0
2 2 2 5 2 2 5 5 2 5
5 2 0 0 2 2 0 2 0 0"
0b02ac10.json,"0 0 0 0 4 0 0 0 0
0 0 0 4 4 4 0 0 0
0 0 0 0 0 4 0 0 0
0 0 8 8 0 0 0 8 8
8 8 0 0 8 8 8 8 8
0 0 8 8 0 8 8 0 8"
0b3c1e35.json,"0 0 0 0 0 4 0 0 0 0
0 0 0 0 0 0 4 0 0 0
0 0 0 6 0 0 7 4 0 0
0 0 6 0 0 7 0 0 4 0
0 6 0 7 4 0 0 0 0 4
6 0 7 0 0 0 0 0 0 0
0 0 7 3 0 0 9 0 0 0
0 7 0 0 3 0 0 9 0 0
7 0 0 0 0 3 0 0 9 0
0 0 0 0 0 0 3 0 0 9"
0cab137b.json,5
0cc55642.json,"0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 3 3
0 0 0 0 0 0 3 3 3
0 0 0 0 0 3 3 3 3
0 0 0 0 2 3 3 3 3
0 0 0 1 2 3 3 3 3
0 0 1 1 2 3 3 3 3
0 1 1 1 2 3 3 3 3
1 1 1 1 2 3 3 3 3"
0b93fe50.json,"8 1 8 8 1
8 8 8 1 8
8 8 1 8 8"
0bcd6369.json,"2 9
9 6"
0cb38b2a.json,"0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 2 5 5 2 0 0 0 0 0
0 0 5 5 0 0 0 0 0 0
0 0 0 2 2 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0"
0d1298d6.json,"8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 6 6 6 6 6 6 8 8 8 8 8 8 8 8 8 8 8 8
8 6 8 8 8 8 6 8 8 8 8 8 8 8 8 8 8 8 8
8 6 8 8 8 8 6 8 8 8 8 8 8 8 8 8 8 8 8
8 6 6 6 6 6 6 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 3 3 3 3 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 3 8 8 3 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 3 8 8 3 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 3 8 8 3 8 8 8 8"
0e6d50b3.json,"3 3 3 3 8 4
3 3 3 3 6 2
3 3 3 7 4
3 3 3 7 8
3 3 2 1
3 3 1 2"
0eb6e670.json,"8 8 8 8 8
8 8 2 8 8
8 2 2 2 8
8 8 8 8 8
8 8 8 8 8"
0ed8f19a.json,"7 6 2
6 7 6
6 1 1"
0f93991e.json,"6 3 2 3 6 2 8 8 2 6 3 2 3 6 2 8 8 2 6 3 2
1 4 3 4 1 3 5 5 3 1 4 3 4 1 3 5 5 3 1 4 3
5 1 6 1 5 6 4 4 6 5 1 6 1 5 6 4 4 6 5 1 6
6 3 2 3 6 2 8 8 2 6 3 2 3 6 2 8 8 2 6 3 2
1 4 3 4 1 3 5 5 3 1 4 3 4 1 3 5 5 3 1 4 3
5 1 6 1 5 6 4 4 6 5 1 6 1 5 6 4 4 6 5 1 6
6 3 2 3 6 2 8 8 2 6 3 2 3 6 2 8 8 2 6 3 2
1 4 3 4 1 3 5 5 3 1 4 3 4 1 3 5 5 3 1 4 3
5 1 6 1 5 6 4 4 6 5 1 6 1 5 6 4 4 6 5 1 6
6 3 2 3 6 2 8 8 2 6 3 2 3 6 2 8 8 2 6 3 2
1 4 3 4 1 3 5 5 3 1 4 3 4 1 3 5 5 3 1 4 3
5 1 6 1 5 6 4 4 6 5 1 6 1 5 6 4 4 6 5 1 6
6 3 2 3 6 2 8 8 2 6 3 2 3 6 2 8 8 2 6 3 2
1 4 3 4 1 3 5 5 3 1 4 3 4 1 3 5 5 3 1 4 3
5 1 6 1 5 6 4 4 6 5 1 6 1 5 6 4 4 6 5 1 6
6 3 2 3 6 2 8 8 2 6 3 2 3 6 2 8 8 2 6 3 2
1 4 3 4 1 3 5 5 3 1 4 3 4 1 3 5 5 3 1 4 3
5 1 6 1 5 6 4 4 6 5 1 6 1 5 6 4 4 6 5 1 6
6 3 2 3 6 2 8 8 2 6 3 2 3 6 2 8 8 2 6 3 2
1 4 3 4 1 3 5 5 3 1 4 3 4 1 3 5 5 3 1 4 3
5 1 6 1 5 6 4 4 6 5 1 6 1 5 6 4 4 6 5 1 6"
0f9e026a.json,"0 1 0
1 0 0
0 0 1"
0fde8b3c.json,0
104c52f3.json,"5 5 5 5 5 4 4 4 4 4
5 0 5 0 0 4 0 4 0 4
5 0 5 0 0 4 0 4 0 4
5 0 5 0 0 4 0 4 0 4
5 0 5 0 0 4 0 4 0 4
5 0 5 0 0 4 0 4 0 4
5 0 5 0 0 4 0 4 0 4
5 0 5 0 0 4 0 4 0 4
5 0 5 0 0 4 0 4 0 4
5 5 5 5 5 4 4 4 4 4"
10bbb267.json,"4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4
4 4 4 1 1 4 4 4 4 4
4 4 4 1 4 4 4 4 4 4
4 4 4 4 4 2 2 4 4 4
4 4 4 4 2 2 2 4 4 4
3 3 4 4 4 4 4 5 5 4
3 3 3 4 4 4 4 5 5 4
4 4 4 4 4 4 9 9 4 4
4 4 4 4 4 4 9 9 4 4"
10cac429.json,"8 8 8 8 8 8 8 4 4 4 8
8 8 8 3 3 3 8 4 8 4 8
6 6 6 3 8 3 8 8 8 8 8
6 8 6 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8
8 5 8 8 5 8 8 8 5 8 8"
1246cf4e.json,"1 1 1 1 2 2
2 2 2 1 2 2
2 2 2 1 2 1
2 2 1 1 1 1"
0df75ee9.json,"6 1 3
6 3 6
3 9 5"
1267d1e7.json,"0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 6 6 6 6 6 6
0 0 0 0 6 0 0 0 0 6
0 0 0 6 0 0 0 0 0 6
0 0 6 0 0 0 0 0 6 0
0 0 6 6 6 6 6 6 0 0
0 0 0 0 0 0 0 0 0 0"
132061c2.json,"2 2 2
5 6 2
2 4 2"
13d30143.json,"2 1 2 2 1 2 2 1 2 2 1 2 2
1 2 1 1 2 1 1 2 1 1 2 1 1
2 1 2 2 1 2 2 1 2 2 1 2 2
1 2 1 1 2 1 1 2 1 1 2 1 1
2 1 2 2 1 2 2 1 2 2 1 2 2
1 2 1 1 2 1 1 2 1 1 2 1 1
2 1 2 2 1 2 2 1 2 2 1 2 2
1 2 1 1 2 1 1 2 1 1 2 1 1
2 1 2 2 1 2 2 1 2 2 1 2 2
1 2 1 1 2 1 1 2 1 1 2 1 1
2 1 2 2 1 2 2 1 2 2 1 2 2
1 2 1 1 2 1 1 2 1 1 2 1 1
2 1 2 2 1 2 2 1 2 2 1 2 2
1 2 1 1 2 1 1 2 1 1 2 1 1"
14e0dcfd.json,"0 6 7 8 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 6 7 8 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 6 7 8 9 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 6 7 8 9 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 6 7 8 9 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 6 7 8 9 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 6 7 8 9 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 6 7 8 9 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 6 7 8 9 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 6 7 8 9 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 6 7 8 9 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 6 7 8 9 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 6 7 8 9 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 7 8 9 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 7 8 9 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 7 8 9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 7 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
1501f7ea.json,"3 3 3
0 8 3
3 3 9"
1541a7df.json,"8 0 0
0 0 0
0 0 0"
15f3932c.json,"0 0 1
0 1 0
1 0 1"
1600e2dd.json,"0 1 0
1 0 1
0 1 0"
16896aa4.json,"1 1 0
1 1 1
0 1 0"
16ec4d59.json,"2 2 2 2 2 2 2
3 3 3 3 3 3 3
8 8 8 8 8 8 8
4 4 4 4 4 4 4
6 6 6 6 6 6 6
1 1 1 1 1 1 1
7 7 7 7 7 7 7"
17c43a31.json,"2 0 2
0 2 0
0 0 0"
182aac1b.json,"0 4 1 3 5 2 6 9 8 0 4 1 3 5 2 6 9 8
4 3 2 9 0 1 5 6 8 4 3 2 9 0 1 5 6 8
1 2 8 1 2 8 1 2 8 1 2 8 1 2 8 1 2 8
3 9 1 6 4 2 0 5 8 3 9 1 6 4 2 0 5 8
5 0 2 4 6 1 9 3 8 5 0 2 4 6 1 9 3 8
2 1 8 2 1 8 2 1 8 2 1 8 2 1 8 2 1 8
6 5 1 0 9 2 3 4 8 6 5 1 0 9 2 3 4 8
9 6 2 5 3 1 4 0 8 9 6 2 5 3 1 4 0 8
0 4 1 3 5 2 6 9 8 0 4 1 3 5 2 6 9 8
4 3 2 9 0 1 5 6 8 4 3 2 9 0 1 5 6 8
1 2 8 1 2 8 1 2 8 1 2 8 1 2 8 1 2 8
3 9 1 6 4 2 0 5 8 3 9 1 6 4 2 0 5 8
5 0 2 4 6 1 9 3 8 5 0 2 4 6 1 9 3 8
2 1 8 2 1 8 2 1 8 2 1 8 2 1 8 2 1 8
6 5 1 0 9 2 3 4 8 6 5 1 0 9 2 3 4 8
9 6 2 5 3 1 4 0 8 9 6 2 5 3 1 4 0 8"
18381787.json,"0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 1 0 0 0 0 0
0 3 0 0 0 1 1 1 0 0 0 3
0 0 0 0 0 0 1 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0"
1839f41b.json,"2 2 2 2 2 2 2 2 2 2
4 4 4 4 4 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2
2 2 2 2 5 5 5 5 5 5
2 2 2 2 2 2 2 2 2 2
2 2 2 1 2 2 2 2 2 2
2 2 2 1 2 2 2 2 2 2
2 2 2 1 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2"
0d20f810.json,"8 8 8
8 8 8
8 8 8"
1b72dcb5.json,"8 1 0 0 8 8 0
8 8 0 0 0 8 0
0 0 0 0 0 0 0
0 0 1 8 0 0 0
0 0 8 8 0 0 0
0 0 0 0 0 8 1
0 0 0 0 0 8 8"
1b8e0c38.json,"0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0"
1ba0ae07.json,"0 1 0
1 0 1
0 1 0"
1c8a4102.json,"0 0 0 0 0 0 0 2 2 2 2 2 2 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 8 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 8 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
1e8d8024.json,"0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 4 4 4 4 4 4 4
0 0 0 0 0 0 4 4 4 4 4 0
0 0 0 0 0 4 4 4 4 4 4 4
0 0 0 0 0 4 4 4 4 4 4 4
4 0 0 0 0 0 0 0 0 0 0 0
4 4 0 0 0 0 4 0 0 0 0 0
4 4 4 4 0 0 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4
4 0 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 0
4 4 4 4 4 4 4 4 4 4 0 0
4 4 4 4 4 4 4 0 0 0 0 0
4 4 0 4 4 4 4 4 4 4 4 0
0 4 4 4 4 4 4 4 4 4 4 0
0 0 0 0 0 0 0 0 0 0 0 0"
1ee33d44.json,"15 7
17 4
18 3"
20fa84f0.json,"0 0 0
0 0 2
0 2 0"
2136200c.json,"0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
8 8 8 8
3 3 3 0
3 0 3 0
3 3 0 3
0 0 0 0
2 2 2 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0"
21a90886.json,"1 1 4 4
4 4 4 4
1 1 4 4
1 1 4 4
4 4 4 4
1 1 4 4"
224badeb.json,0
22b02932.json,"2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2
0 0 0 2 2 2 1 1 1 1 1 1
0 0 0 2 2 2 7 7 7 7 7 7
0 0 0 2 2 2 0 0 0 0 0 0
2 2 2 2 2 2 1 1 1 1 1 1
7 7 7 7 7 7 7 7 7 7 7 7
0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 2 2 2 2 2 2
2 2 2 2 2 7 7 7 7 2 2 2
2 2 2 2 2 0 0 0 0 2 2 2
2 2 2 2 2 1 1 1 1 2 2 2"
22fcb0e7.json,"8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 2 2 2 2 2 2 8 8 8 8
8 8 8 2 8 8 8 8 2 8 8 8 8
8 8 8 2 8 8 8 8 2 8 8 8 8
8 8 8 2 8 8 8 8 2 8 8 8 8
8 8 8 2 8 8 8 8 2 8 8 8 8
8 8 8 2 8 8 8 8 2 8 8 8 8
8 8 8 2 2 2 2 2 2 8 8 8 8
8 8 8 8 8 8 8 8 8 3 3 3 3
8 8 8 8 8 8 8 8 8 3 8 3 3
8 1 1 1 1 1 1 8 8 3 8 3 3
8 1 8 8 8 8"
238acec8.json,"0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 8 2 2 2 2 2 2 0 0
0 0 0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 4 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0"
23d487f0.json,"0 4 0 4 0 4 0 0 0 0
0 4 0 4 0 4 0 0 0 0
3 4 3 4 3 4 0 0 0 0
0 4 0 4 0 4 0 0 0 0
0 4 0 4 0 4 0 0 0 0
0 4 0 4 0 4 0 0 0 0
0 4 0 4 0 4 0 0 0 0
0 4 0 4 0 4 0 0 0 0
0 4 0 4 0 4 0 0 0 0
3 4 3 4 3 4 0 0 0 0"
241d0a63.json,"2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 0 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 0 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 0 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 0 8 8 8 8 8 8 8 8 8 8"
25a5040c.json,"9 9 1
6 9 9
9 3 9"
25b7c830.json,"8 8 8 8 9 9 9 9 9 9 9 9
8 8 8 8 9 9 9 9 9 9 9 9
8 8 8 8 9 9 9 9 9 9 9 9
8 8 8 8 9 9 9 9 9 9 9 9
7 7 7 7 2 2 2 2 8 8 8 8
7 7 7 7 2 2 2 2 8 8 8 8
7 7 7 7 2 2 2 2 8 8 8 8
7 7 7 7 2 2 2 2 8 8 8 8
8 8 8 8 4 4 4 4 8 8 8 8
8 8 8 8 4 4 4 4 8 8 8 8
8 8 8 8 4 4 4 4 8 8 8 8
8 8 8 8 4 4 4 4 8 8 8 8"
25d5e1f1.json,"2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 5 2 2 5 2
2 2 2 2 2 2 0 0 2 2
2 2 2 2 2 2 0 0 2 2
2 2 2 2 2 2 5 2 2 2
2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 5 2 2 2
2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2"
25d6861b.json,"1 1 1 1 1 1 2 1 1 1
1 1 1 1 1 2 1 1 1 1
1 1 1 1 2 1 1 1 1 1
1 1 2 2 1 1 1 1 1 1
1 1 2 2 1 1 1 1 1 1
1 1 1 1 1 1 0 0 1 1
1 1 1 1 1 1 0 0 1 1
1 1 1 1 1 0 1 1 1 1
1 1 1 1 0 1 1 1 1 1
1 1 1 0 1 1 1 1 1 1"
265eac5e.json,"4 5
6 5"
26c73436.json,"4 8 4 4 7 4
8 4 8 4 7 7
4 8 8 4 4 7
4 5 4 6 4 4
4 5 4 6 4 4
4 4 4 6 6 4"
27553c2f.json,"2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2 2 2 2
2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 2 2 2 2
2 2 2 2 8 8 8 8 2 2 2 2 6 6 6 6 2 2 2 2
2 2 2 2 8 8 8 8 2 2 2 2 6 6 6 6 2 2 2 2
2 2 2 2 8 8 8 8 2 2 2 2 6 6 6 6 2 2 2 2
2 2 2 2 8 8 8 8 2 2 2 2 6 6 6 6 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4"
2927f41e.json,"0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 9 9 9 9 9 0 0 0 0
0 9 9 9 9 9 2 2 2 2
0 0 0 0 0 2 2 2 2 0
0 2 2 2 0 9 9 9 9 0
0 2 2 2 0 9 9 9 9 0
0 2 2 2 0 0 9 9 9 9
0 2 9 9 9 0 9 9 9 9
0 2 9 9 9 0 9 9 9 9"
2a147f96.json,"8 8 8 4 8 8 8 4
8 8 1 4 8 8 1 4
8 3 1 8 8 3 1 8
8 5 3 3 8 5 3 3
5 8 8 8 5 8 8 8"
