Task,gemini-3.5-flash-lite
0ed8f19a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
0f93991e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
0f9e026a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
0fde8b3c.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
104c52f3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
10bbb267.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
10cac429.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
1246cf4e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
0df75ee9.json,"Total: 4593 (Prompt: 1368, Resposta: 256, Pensamento: 2969)"
1267d1e7.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
132061c2.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
13d30143.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
14e0dcfd.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
1501f7ea.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
1541a7df.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
15f3932c.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
1600e2dd.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
16896aa4.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
16ec4d59.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
17c43a31.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
182aac1b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
18381787.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
1839f41b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
0d20f810.json,"Total: 11801 (Prompt: 3503, Resposta: 300, Pensamento: 7998)"
1b72dcb5.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
1b8e0c38.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
1ba0ae07.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
1c8a4102.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
1e8d8024.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
1ee33d44.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
20fa84f0.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2136200c.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
21a90886.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
224badeb.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
22b02932.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
22fcb0e7.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
238acec8.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
23d487f0.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
241d0a63.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
25a5040c.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
25b7c830.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
25d5e1f1.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
25d6861b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
265eac5e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
26c73436.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
27553c2f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2927f41e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2a147f96.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2aa52516.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2b01487c.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2b8a15ff.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2b9c3cd7.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2c15c38f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2d664f4b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2d7ff092.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2e92fe6e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2ebc28a5.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
2f466b32.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
304630c5.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
310021fb.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
32119a77.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
325f7117.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
330d48c0.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3469558b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
34ae2a3b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
34eff27a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
355c567d.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
35f30411.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3657132a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
36e23501.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
374c74e3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3815e077.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3828b9e7.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3a6875b3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3ae2c838.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3b6fb93e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3cae6f5a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3ce456db.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3cf283a5.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3cf580fb.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3d0fbd51.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3e382f5f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3e6821fe.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3e7a390f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
3f9d46ba.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4056f13f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
41a4b420.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
41cd1688.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
41e5a33b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
422d3143.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
42335fc3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
424118fd.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
42436a5b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4255f161.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
429b7822.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4304795e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4340a3b8.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
436616f7.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
439f221a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
44180eec.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
44c76383.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
44ebbb1c.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4509b5d8.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4520aa66.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
45641aff.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
46296db9.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
467b9728.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
46a57aba.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
47761369.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
48360e66.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
48cabdd9.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
49052a4f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4959ab32.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
49c48b66.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
49cd17c7.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
49ec5eb6.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4a13d053.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4a218ea3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4a3e286e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4aa51132.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4afdac56.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4b3e71e5.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4b5d6125.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4b9f9bd2.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4cba50f3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4cbef75a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4d4663ec.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4d9f6a3f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4dd5f946.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4e11dd9d.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4ec741f3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
4f0efb44.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
506b9668.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
50aab57c.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
50b9d15d.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
143536fb.json,"Total: 14678 (Prompt: 2442, Resposta: 721, Pensamento: 11515)"
5137263b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
51701b3e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
51c48b63.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
0e4c95a1.json,"Total: 18977 (Prompt: 2335, Resposta: 918, Pensamento: 15724)"
51ec3adb.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5265e15e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
528c022a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
529c103a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
52fa324f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
53aa5fb5.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
53b4f1d4.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
53dc9c01.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
54395d0e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
54c429a2.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
55db2802.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5752b952.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
576ade5d.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5792725d.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
57d104b3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5828d5db.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
58519152.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
59256f9e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
599f23d0.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
59a78b9c.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5a1e3ac6.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5a4f9da4.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5a5ba56d.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5a84397f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5b063f51.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5bb3428b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5bff6bd3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5ca363ba.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5cb55b19.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5cdb3c5b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5ddd11a6.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5e0c2e56.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5f912a9c.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
5fcb8b8e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
601ddef3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6036e273.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
60655bd1.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
607e61e2.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
61a37b7a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
627ad8f3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
62fa997b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
62fca8ff.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
63c84a0a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
64758566.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
65df6aea.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
65ef3b02.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
661a57dc.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
66de5741.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
66ed5252.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
67bfdefc.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
67d02169.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
68a23c99.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
69782b94.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6a21af9d.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6a7f37b5.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6a8a9232.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6bcb22cf.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6c689fe5.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6cde3e90.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6d0017d3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6d4bed67.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6e10e630.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6ea70312.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6f179e7f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6f1f8e5b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6f67beb2.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6f7eea93.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6f7f8409.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6fa120b3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6fc27d12.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
6fdf0a1c.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7046dbf7.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
706d8123.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
70b083de.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
70b7f8fe.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
71015a7f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7151f879.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7272d035.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
72c0cf54.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
730e26f8.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
732b55ca.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
73a14586.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
73caee60.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
744b8935.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
75cae2a2.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
75d8662f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
75edeac3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
76078c24.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7620c254.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
762a3a51.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
762fc35d.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
76776880.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
76bc2ac2.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
1b788a43.json,"Total: 22772 (Prompt: 5539, Resposta: 1507, Pensamento: 15726)"
76ff9027.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
77a7866c.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
77e344ec.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
78218221.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7856a01b.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
790b8237.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
79a59aac.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7a84fc46.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7ae73b08.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7c42951e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7cab7760.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7d001906.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7e272119.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
7f5f4524.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8006b6fd.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
809ff016.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
80e29bdd.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
81439234.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8157774e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
82211be5.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
826192ad.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
82996667.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
83ffef43.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
84093cdb.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
848ee781.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
85640ecf.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
85d17099.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
85e592a4.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
521220bd.json,"Total: 9279 (Prompt: 2800, Resposta: 1178, Pensamento: 5301)"
85ff2c8e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
88c6fdd8.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
88d01b7e.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
891f90cd.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8a84a5b9.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8903fe82.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8addd857.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8cc21663.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8cc993ce.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8d6737bf.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8daca7f3.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8e59dd70.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8efe2eed.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8f292452.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8f355f0f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8f68a7e0.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
8fa89595.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
901b7ece.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
90ee53b9.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
9183e7a1.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
91872085.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
91aa83d4.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
9212cc5f.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
9224798a.json,"Total: 0 (Prompt: 0, Resposta: 0, Pensamento: 0)"
515a16b3.json,"Total: 17324 (Prompt: 944, Resposta: 656, Pensamento: 15724)"
