Task,gemma-4-31b-it
26c16007.json,"Total: 150.02s (Raciocínio: 147.82s, Formatação: 2.20s)"
2753806b.json,"Total: 73.83s (Raciocínio: 71.50s, Formatação: 2.33s)"
279afbc0.json,"Total: 259.18s (Raciocínio: 246.75s, Formatação: 12.43s)"
27af16ac.json,"Total: 259.09s (Raciocínio: 254.45s, Formatação: 4.64s)"
27fdb69e.json,"Total: 114.92s (Raciocínio: 106.18s, Formatação: 8.73s)"
28a465a2.json,"Total: 437.77s (Raciocínio: 429.36s, Formatação: 8.42s)"
28b2a9ce.json,"Total: 414.47s (Raciocínio: 405.18s, Formatação: 9.29s)"
298ad750.json,"Total: 170.27s (Raciocínio: 167.41s, Formatação: 2.86s)"
2f05214d.json,"Total: 171.90s (Raciocínio: 164.21s, Formatação: 7.69s)"
2f33ea3c.json,"Total: 38.40s (Raciocínio: 35.86s, Formatação: 2.53s)"
2b6a9f90.json,"Total: 457.37s (Raciocínio: 450.19s, Formatação: 7.18s)"
30654559.json,"Total: 104.75s (Raciocínio: 101.62s, Formatação: 3.14s)"
30597de3.json,"Total: 486.28s (Raciocínio: 466.58s, Formatação: 19.70s)"
32d38173.json,"Total: 398.25s (Raciocínio: 378.27s, Formatação: 19.98s)"
333eeb10.json,"Total: 388.92s (Raciocínio: 381.42s, Formatação: 7.50s)"
33c502e7.json,"Total: 387.89s (Raciocínio: 378.06s, Formatação: 9.83s)"
35f2856d.json,"Total: 144.06s (Raciocínio: 136.35s, Formatação: 7.71s)"
34c60cc3.json,"Total: 398.12s (Raciocínio: 389.24s, Formatação: 8.87s)"
36c12a5f.json,"Total: 159.26s (Raciocínio: 155.94s, Formatação: 3.33s)"
379a97c8.json,"Total: 135.30s (Raciocínio: 133.04s, Formatação: 2.27s)"
38455844.json,"Total: 464.44s (Raciocínio: 456.65s, Formatação: 7.79s)"
3903a066.json,"Total: 433.39s (Raciocínio: 418.79s, Formatação: 14.61s)"
39084080.json,"Total: 369.95s (Raciocínio: 352.41s, Formatação: 17.55s)"
3c8bb2cc.json,"Total: 187.93s (Raciocínio: 185.95s, Formatação: 1.98s)"
39d0b1c0.json,"Total: 546.63s (Raciocínio: 541.72s, Formatação: 4.91s)"
3cc81a10.json,"Total: 262.47s (Raciocínio: 258.27s, Formatação: 4.20s)"
3cefc7a8.json,"Total: 441.28s (Raciocínio: 434.11s, Formatação: 7.17s)"
3e8aa4f8.json,"Total: 146.71s (Raciocínio: 144.31s, Formatação: 2.41s)"
3d85ae43.json,"Total: 461.99s (Raciocínio: 459.08s, Formatação: 2.90s)"
40e4dbe8.json,"Total: 189.18s (Raciocínio: 181.47s, Formatação: 7.71s)"
3f163f06.json,"Total: 414.69s (Raciocínio: 402.09s, Formatação: 12.60s)"
423950e7.json,"Total: 263.82s (Raciocínio: 256.44s, Formatação: 7.38s)"
42707d72.json,"Total: 219.03s (Raciocínio: 203.85s, Formatação: 15.18s)"
42b19113.json,"Total: 159.18s (Raciocínio: 154.45s, Formatação: 4.73s)"
428da2ab.json,"Total: 375.05s (Raciocínio: 372.19s, Formatação: 2.87s)"
43eca892.json,"Total: 138.02s (Raciocínio: 134.87s, Formatação: 3.15s)"
43343337.json,"Total: 257.15s (Raciocínio: 243.83s, Formatação: 13.32s)"
44b16e16.json,"Total: 357.58s (Raciocínio: 354.51s, Formatação: 3.08s)"
4562c968.json,"Total: 469.10s (Raciocínio: 458.59s, Formatação: 10.51s)"
46b0470d.json,"Total: 235.57s (Raciocínio: 210.65s, Formatação: 24.92s)"
472df331.json,"Total: 227.51s (Raciocínio: 224.66s, Formatação: 2.86s)"
47e179ef.json,"Total: 387.54s (Raciocínio: 379.05s, Formatação: 8.48s)"
4832b551.json,"Total: 495.63s (Raciocínio: 457.51s, Formatação: 38.12s)"
48c36203.json,"Total: 101.24s (Raciocínio: 98.10s, Formatação: 3.14s)"
4888abd4.json,"Total: 464.52s (Raciocínio: 456.11s, Formatação: 8.41s)"
49e49c08.json,"Total: 197.51s (Raciocínio: 192.56s, Formatação: 4.95s)"
49f61db2.json,"Total: 159.44s (Raciocínio: 152.49s, Formatação: 6.96s)"
49fe3175.json,"Total: 122.13s (Raciocínio: 114.61s, Formatação: 7.52s)"
4a8c24bd.json,"Total: 335.71s (Raciocínio: 328.33s, Formatação: 7.38s)"
4c2c57cc.json,"Total: 69.94s (Raciocínio: 65.66s, Formatação: 4.28s)"
4afb2405.json,"Total: 472.64s (Raciocínio: 460.27s, Formatação: 12.37s)"
4cd2b851.json,"Total: 168.52s (Raciocínio: 164.89s, Formatação: 3.63s)"
4d4e8ee1.json,"Total: 169.63s (Raciocínio: 166.29s, Formatação: 3.33s)"
4e008736.json,"Total: 436.20s (Raciocínio: 425.47s, Formatação: 10.73s)"
500c99c2.json,"Total: 452.30s (Raciocínio: 443.77s, Formatação: 8.53s)"
510bd7f3.json,"Total: 291.63s (Raciocínio: 265.91s, Formatação: 25.71s)"
51389ffd.json,"Total: 365.76s (Raciocínio: 354.62s, Formatação: 11.14s)"
5208ebb6.json,"Total: 199.39s (Raciocínio: 195.74s, Formatação: 3.65s)"
529aa2b6.json,"Total: 315.28s (Raciocínio: 291.49s, Formatação: 23.80s)"
539f0bae.json,"Total: 350.98s (Raciocínio: 329.01s, Formatação: 21.97s)"
53d0b4eb.json,"Total: 230.18s (Raciocínio: 222.03s, Formatação: 8.16s)"
53d69548.json,"Total: 398.32s (Raciocínio: 380.36s, Formatação: 17.96s)"
54e85cec.json,"Total: 243.66s (Raciocínio: 232.94s, Formatação: 10.72s)"
553e6fa8.json,"Total: 304.63s (Raciocínio: 287.20s, Formatação: 17.43s)"
55d755bc.json,"Total: 317.29s (Raciocínio: 310.24s, Formatação: 7.05s)"
56d298af.json,"Total: 130.27s (Raciocínio: 123.53s, Formatação: 6.74s)"
5610cb37.json,"Total: 216.59s (Raciocínio: 214.13s, Formatação: 2.46s)"
5ae30cdc.json,"Total: 236.51s (Raciocínio: 231.17s, Formatação: 5.33s)"
59addbdf.json,"Total: 313.22s (Raciocínio: 305.03s, Formatação: 8.19s)"
5b226720.json,"Total: 170.89s (Raciocínio: 167.07s, Formatação: 3.82s)"
5b16183e.json,"Total: 271.97s (Raciocínio: 261.38s, Formatação: 10.58s)"
5bed5c90.json,"Total: 199.20s (Raciocínio: 185.39s, Formatação: 13.82s)"
5c389d56.json,"Total: 233.87s (Raciocínio: 229.12s, Formatação: 4.75s)"
5d54d1ce.json,"Total: 430.61s (Raciocínio: 422.27s, Formatação: 8.33s)"
5df2a9c2.json,"Total: 354.38s (Raciocínio: 342.47s, Formatação: 11.90s)"
5f48c387.json,"Total: 223.21s (Raciocínio: 220.16s, Formatação: 3.05s)"
5f5dd8c1.json,"Total: 244.71s (Raciocínio: 237.07s, Formatação: 7.64s)"
6077f26e.json,"Total: 211.69s (Raciocínio: 206.85s, Formatação: 4.84s)"
609c6a0c.json,"Total: 473.92s (Raciocínio: 452.89s, Formatação: 21.03s)"
623c4969.json,"Total: 159.41s (Raciocínio: 151.90s, Formatação: 7.52s)"
63a29bef.json,"Total: 185.75s (Raciocínio: 171.70s, Formatação: 14.05s)"
620b85d4.json,"Total: 791.78s (Raciocínio: 787.26s, Formatação: 4.52s)"
64a36678.json,"Total: 182.64s (Raciocínio: 173.60s, Formatação: 9.04s)"
662a8415.json,"Total: 375.48s (Raciocínio: 371.15s, Formatação: 4.33s)"
6686d16a.json,"Total: 217.57s (Raciocínio: 212.67s, Formatação: 4.90s)"
67a99293.json,"Total: 314.02s (Raciocínio: 310.25s, Formatação: 3.77s)"
688e2203.json,"Total: 172.91s (Raciocínio: 167.78s, Formatação: 5.13s)"
6c5e4a9e.json,"Total: 180.99s (Raciocínio: 178.06s, Formatação: 2.93s)"
69e77709.json,"Total: 406.12s (Raciocínio: 398.49s, Formatação: 7.62s)"
6cde2a05.json,"Total: 213.33s (Raciocínio: 210.20s, Formatação: 3.13s)"
6df2723f.json,"Total: 242.79s (Raciocínio: 240.06s, Formatação: 2.73s)"
70f646e9.json,"Total: 179.93s (Raciocínio: 176.72s, Formatação: 3.21s)"
6fbbfb54.json,"Total: 312.39s (Raciocínio: 302.50s, Formatação: 9.89s)"
711598fa.json,"Total: 146.32s (Raciocínio: 126.86s, Formatação: 19.46s)"
712f2950.json,"Total: 797.43s (Raciocínio: 789.97s, Formatação: 7.46s)"
71d290e3.json,"Total: 472.17s (Raciocínio: 449.50s, Formatação: 22.67s)"
722ffc5e.json,"Total: 189.52s (Raciocínio: 186.17s, Formatação: 3.34s)"
73a440b8.json,"Total: 235.52s (Raciocínio: 227.01s, Formatação: 8.51s)"
73e04752.json,"Total: 273.42s (Raciocínio: 264.40s, Formatação: 9.02s)"
72e235a3.json,"Total: 468.76s (Raciocínio: 458.08s, Formatação: 10.68s)"
73f79e39.json,"Total: 314.18s (Raciocínio: 305.28s, Formatação: 8.90s)"
754b7d3e.json,"Total: 295.93s (Raciocínio: 287.41s, Formatação: 8.52s)"
7849f121.json,"Total: 199.91s (Raciocínio: 188.52s, Formatação: 11.40s)"
7b8e6f1a.json,"Total: 472.83s (Raciocínio: 465.19s, Formatação: 7.65s)"
79c74953.json,"Total: 384.95s (Raciocínio: 381.67s, Formatação: 3.28s)"
7bef9340.json,"Total: 230.49s (Raciocínio: 221.80s, Formatação: 8.70s)"
7bcc5bb7.json,"Total: 452.98s (Raciocínio: 438.43s, Formatação: 14.55s)"
7c65ff97.json,"Total: 308.17s (Raciocínio: 282.91s, Formatação: 25.26s)"
7c388707.json,"Total: 354.86s (Raciocínio: 349.91s, Formatação: 4.95s)"
7eed9e2b.json,"Total: 480.69s (Raciocínio: 471.65s, Formatação: 9.04s)"
7d0317e0.json,"Total: 615.05s (Raciocínio: 607.02s, Formatação: 8.03s)"
7f2fec32.json,"Total: 443.74s (Raciocínio: 434.33s, Formatação: 9.41s)"
8329677f.json,"Total: 108.73s (Raciocínio: 106.49s, Formatação: 2.24s)"
836f9e4c.json,"Total: 315.36s (Raciocínio: 284.93s, Formatação: 30.43s)"
85009099.json,"Total: 267.55s (Raciocínio: 261.91s, Formatação: 5.64s)"
8117ac09.json,"Total: 611.65s (Raciocínio: 591.92s, Formatação: 19.72s)"
87e1d98b.json,"Total: 219.26s (Raciocínio: 213.56s, Formatação: 5.69s)"
8810db6c.json,"Total: 124.60s (Raciocínio: 121.12s, Formatação: 3.48s)"
8624d682.json,"Total: 435.39s (Raciocínio: 429.52s, Formatação: 5.86s)"
88438166.json,"Total: 116.07s (Raciocínio: 112.44s, Formatação: 3.63s)"
8a32c16a.json,"Total: 455.56s (Raciocínio: 449.54s, Formatação: 6.02s)"
8a525d7c.json,"Total: 219.48s (Raciocínio: 213.54s, Formatação: 5.94s)"
8a342037.json,"Total: 687.05s (Raciocínio: 457.39s, Formatação: 229.66s)"
8a52d805.json,"Total: 322.96s (Raciocínio: 311.78s, Formatação: 11.18s)"
8ac35d4b.json,"Total: 256.99s (Raciocínio: 251.00s, Formatação: 5.99s)"
8bc38b23.json,"Total: 260.64s (Raciocínio: 254.59s, Formatação: 6.05s)"
8c3d4c70.json,"Total: 224.32s (Raciocínio: 218.40s, Formatação: 5.92s)"
8bb3a4ef.json,"Total: 305.35s (Raciocínio: 265.17s, Formatação: 40.18s)"
8e235455.json,"Total: 317.95s (Raciocínio: 255.57s, Formatação: 62.38s)"
8f2c33d1.json,"Total: 363.67s (Raciocínio: 354.08s, Formatação: 9.59s)"
91776f44.json,"Total: 288.00s (Raciocínio: 233.31s, Formatação: 54.68s)"
94cc385c.json,"Total: 152.89s (Raciocínio: 147.07s, Formatação: 5.81s)"
9252f60a.json,"Total: 461.20s (Raciocínio: 458.68s, Formatação: 2.53s)"
952d518b.json,"Total: 108.31s (Raciocínio: 104.23s, Formatação: 4.08s)"
981a6d7e.json,"Total: 184.64s (Raciocínio: 182.33s, Formatação: 2.30s)"
9a48d6ac.json,"Total: 245.27s (Raciocínio: 234.60s, Formatação: 10.67s)"
99f37919.json,"Total: 507.44s (Raciocínio: 498.33s, Formatação: 9.11s)"
9e35c72a.json,"Total: 294.95s (Raciocínio: 273.68s, Formatação: 21.26s)"
9dece29e.json,"Total: 386.43s (Raciocínio: 337.18s, Formatação: 49.25s)"
a0aaab36.json,"Total: 251.60s (Raciocínio: 201.36s, Formatação: 50.24s)"
9f13dc33.json,"Total: 226.51s (Raciocínio: 150.93s, Formatação: 75.58s)"
a1604761.json,"Total: 365.87s (Raciocínio: 266.39s, Formatação: 99.48s)"
a1820007.json,"Total: 409.46s (Raciocínio: 360.69s, Formatação: 48.77s)"
a238c4ca.json,"Total: 412.63s (Raciocínio: 345.08s, Formatação: 67.55s)"
a25d3838.json,"Total: 595.15s (Raciocínio: 577.11s, Formatação: 18.04s)"
a2709448.json,"Total: 241.54s (Raciocínio: 223.91s, Formatação: 17.64s)"
a516753e.json,"Total: 340.07s (Raciocínio: 335.92s, Formatação: 4.15s)"
a5c3aac9.json,"Total: 221.48s (Raciocínio: 217.79s, Formatação: 3.68s)"
a6573ecc.json,"Total: 126.82s (Raciocínio: 102.34s, Formatação: 24.48s)"
a7d897cd.json,"Total: 748.26s (Raciocínio: 738.36s, Formatação: 9.90s)"
a7238537.json,"Total: 477.79s (Raciocínio: 470.12s, Formatação: 7.67s)"
a8c48179.json,"Total: 172.51s (Raciocínio: 160.05s, Formatação: 12.46s)"
a8f4f583.json,"Total: 106.33s (Raciocínio: 95.46s, Formatação: 10.87s)"
a8eb2cb1.json,"Total: 170.30s (Raciocínio: 166.30s, Formatação: 4.00s)"
a928cc73.json,"Total: 278.52s (Raciocínio: 272.78s, Formatação: 5.73s)"
a9f8e247.json,"Total: 420.42s (Raciocínio: 417.20s, Formatação: 3.22s)"
abd5805d.json,"Total: 151.77s (Raciocínio: 122.82s, Formatação: 28.95s)"
aa14671d.json,"Total: 661.64s (Raciocínio: 629.20s, Formatação: 32.44s)"
ad69538d.json,"Total: 575.58s (Raciocínio: 534.45s, Formatação: 41.12s)"
ae62bb24.json,"Total: 528.82s (Raciocínio: 492.85s, Formatação: 35.97s)"
b1440cca.json,"Total: 320.18s (Raciocínio: 271.14s, Formatação: 49.05s)"
b176e9d1.json,"Total: 319.49s (Raciocínio: 262.79s, Formatação: 56.70s)"
b17d4953.json,"Total: 416.58s (Raciocínio: 402.80s, Formatação: 13.77s)"
b2e67d47.json,"Total: 245.75s (Raciocínio: 225.60s, Formatação: 20.15s)"
b301998d.json,"Total: 385.87s (Raciocínio: 377.90s, Formatação: 7.97s)"
b310162c.json,"Total: 431.34s (Raciocínio: 422.48s, Formatação: 8.86s)"
b3d74fed.json,"Total: 289.95s (Raciocínio: 287.65s, Formatação: 2.30s)"
b4fc421f.json,"Total: 459.79s (Raciocínio: 456.30s, Formatação: 3.49s)"
b6721d31.json,"Total: 82.21s (Raciocínio: 54.87s, Formatação: 27.34s)"
b6104a13.json,"Total: 455.01s (Raciocínio: 448.83s, Formatação: 6.18s)"
b921f18f.json,"Total: 47.57s (Raciocínio: 45.30s, Formatação: 2.26s)"
ba1afd54.json,"Total: 180.57s (Raciocínio: 173.87s, Formatação: 6.70s)"
b9b38058.json,"Total: 456.54s (Raciocínio: 424.30s, Formatação: 32.24s)"
bc47b1eb.json,"Total: 214.16s (Raciocínio: 211.06s, Formatação: 3.10s)"
bb4305ee.json,"Total: 504.80s (Raciocínio: 462.83s, Formatação: 41.97s)"
bd64c208.json,"Total: 238.69s (Raciocínio: 234.45s, Formatação: 4.24s)"
be961761.json,"Total: 141.31s (Raciocínio: 138.82s, Formatação: 2.49s)"
becf95c6.json,"Total: 29.84s (Raciocínio: 27.68s, Formatação: 2.17s)"
bee17da0.json,"Total: 347.50s (Raciocínio: 338.44s, Formatação: 9.05s)"
bffeb7d2.json,"Total: 194.63s (Raciocínio: 191.38s, Formatação: 3.25s)"
bebdb4e3.json,"Total: 873.83s (Raciocínio: 851.51s, Formatação: 22.33s)"
c2e23486.json,"Total: 59.29s (Raciocínio: 56.74s, Formatação: 2.54s)"
c2f4909d.json,"Total: 362.21s (Raciocínio: 342.23s, Formatação: 19.97s)"
c4611346.json,"Total: 189.53s (Raciocínio: 181.28s, Formatação: 8.26s)"
c6dd13b8.json,"Total: 221.49s (Raciocínio: 213.54s, Formatação: 7.95s)"
c894a45f.json,"Total: 174.77s (Raciocínio: 172.55s, Formatação: 2.23s)"
c55bdd81.json,"Total: 257.08s (Raciocínio: 248.55s, Formatação: 8.53s)"
c8aeda0d.json,"Total: 379.42s (Raciocínio: 376.40s, Formatação: 3.01s)"
c9f5418c.json,"Total: 461.59s (Raciocínio: 458.86s, Formatação: 2.73s)"
ca3ccfbb.json,"Total: 390.41s (Raciocínio: 372.07s, Formatação: 18.34s)"
cbc58a16.json,"Total: 474.60s (Raciocínio: 459.74s, Formatação: 14.86s)"
cd192b87.json,"Total: 229.52s (Raciocínio: 221.49s, Formatação: 8.03s)"
cd3fc100.json,"Total: 466.43s (Raciocínio: 459.57s, Formatação: 6.86s)"
ccce7522.json,"Total: 420.00s (Raciocínio: 389.87s, Formatação: 30.12s)"
cda33902.json,"Total: 213.39s (Raciocínio: 209.96s, Formatação: 3.43s)"
cf971de1.json,"Total: 229.45s (Raciocínio: 221.96s, Formatação: 7.50s)"
ce53720f.json,"Total: 459.65s (Raciocínio: 451.29s, Formatação: 8.36s)"
d0156500.json,"Total: 203.77s (Raciocínio: 199.24s, Formatação: 4.54s)"
d04c4832.json,"Total: 262.54s (Raciocínio: 240.62s, Formatação: 21.92s)"
d1b7f163.json,"Total: 133.70s (Raciocínio: 130.31s, Formatação: 3.39s)"
d0a368d6.json,"Total: 100.04s (Raciocínio: 97.41s, Formatação: 2.63s)"
d20a013f.json,"Total: 60.98s (Raciocínio: 58.25s, Formatação: 2.73s)"
d21eef17.json,"Total: 185.30s (Raciocínio: 177.65s, Formatação: 7.65s)"
d2797118.json,"Total: 79.34s (Raciocínio: 76.42s, Formatação: 2.91s)"
d25adae1.json,"Total: 294.37s (Raciocínio: 277.17s, Formatação: 17.19s)"
d3c48424.json,"Total: 223.02s (Raciocínio: 213.95s, Formatação: 9.07s)"
d3ce7635.json,"Total: 161.88s (Raciocínio: 157.36s, Formatação: 4.52s)"
d3a532a4.json,"Total: 415.47s (Raciocínio: 401.59s, Formatação: 13.88s)"
d42fd385.json,"Total: 656.33s (Raciocínio: 649.89s, Formatação: 6.44s)"
d5396c32.json,"Total: 269.93s (Raciocínio: 254.78s, Formatação: 15.16s)"
d6d172f7.json,"Total: 261.31s (Raciocínio: 253.76s, Formatação: 7.54s)"
d47cd54c.json,"Total: 463.11s (Raciocínio: 451.06s, Formatação: 12.05s)"
d724ca3e.json,"Total: 172.04s (Raciocínio: 165.31s, Formatação: 6.72s)"
d8c8e6f8.json,"Total: 228.23s (Raciocínio: 212.86s, Formatação: 15.37s)"
d9873176.json,"Total: 466.75s (Raciocínio: 458.61s, Formatação: 8.14s)"
d9dd6c1b.json,"Total: 185.54s (Raciocínio: 178.74s, Formatação: 6.80s)"
d88be567.json,"Total: 367.27s (Raciocínio: 337.96s, Formatação: 29.32s)"
da889a56.json,"Total: 168.17s (Raciocínio: 164.72s, Formatação: 3.45s)"
db3fc42e.json,"Total: 188.17s (Raciocínio: 183.92s, Formatação: 4.26s)"
db1e4367.json,"Total: 449.96s (Raciocínio: 438.69s, Formatação: 11.27s)"
db76a7db.json,"Total: 239.13s (Raciocínio: 229.97s, Formatação: 9.16s)"
ddbe5e16.json,"Total: 225.36s (Raciocínio: 199.53s, Formatação: 25.83s)"
de2b0014.json,"Total: 187.39s (Raciocínio: 183.76s, Formatação: 3.63s)"
debbd9d1.json,"Total: 339.40s (Raciocínio: 324.33s, Formatação: 15.07s)"
df8d9e65.json,"Total: 426.81s (Raciocínio: 423.34s, Formatação: 3.48s)"
dfa7ea6a.json,"Total: 226.84s (Raciocínio: 218.42s, Formatação: 8.42s)"
e1ee0732.json,"Total: 205.17s (Raciocínio: 198.63s, Formatação: 6.54s)"
e08a3419.json,"Total: 361.97s (Raciocínio: 359.62s, Formatação: 2.35s)"
e2a6ddcb.json,"Total: 386.46s (Raciocínio: 379.39s, Formatação: 7.08s)"
e267c349.json,"Total: 415.68s (Raciocínio: 411.57s, Formatação: 4.10s)"
e515742e.json,"Total: 84.51s (Raciocínio: 82.03s, Formatação: 2.47s)"
e87c9595.json,"Total: 324.05s (Raciocínio: 305.38s, Formatação: 18.66s)"
e800bf0e.json,"Total: 439.19s (Raciocínio: 431.44s, Formatação: 7.75s)"
ea44d147.json,"Total: 166.93s (Raciocínio: 163.36s, Formatação: 3.57s)"
e8cba7a1.json,"Total: 238.45s (Raciocínio: 234.81s, Formatação: 3.64s)"
ea9b9c5f.json,"Total: 188.32s (Raciocínio: 171.17s, Formatação: 17.15s)"
eb416059.json,"Total: 163.71s (Raciocínio: 155.87s, Formatação: 7.84s)"
eaf05109.json,"Total: 360.43s (Raciocínio: 331.73s, Formatação: 28.70s)"
ee3156e6.json,"Total: 189.31s (Raciocínio: 186.94s, Formatação: 2.37s)"
ee5661cb.json,"Total: 445.87s (Raciocínio: 432.84s, Formatação: 13.03s)"
ef29c4de.json,"Total: 419.09s (Raciocínio: 414.67s, Formatação: 4.42s)"
efce41c6.json,"Total: 216.61s (Raciocínio: 213.58s, Formatação: 3.03s)"
ef2dac42.json,"Total: 460.71s (Raciocínio: 458.71s, Formatação: 2.00s)"
effc7f69.json,"Total: 210.71s (Raciocínio: 208.22s, Formatação: 2.49s)"
f24bab4c.json,"Total: 157.62s (Raciocínio: 150.91s, Formatação: 6.71s)"
f0c473aa.json,"Total: 457.00s (Raciocínio: 449.24s, Formatação: 7.77s)"
f36fb5ec.json,"Total: 229.79s (Raciocínio: 221.61s, Formatação: 8.18s)"
f4c10abe.json,"Total: 256.52s (Raciocínio: 241.27s, Formatação: 15.24s)"
f3c32c50.json,"Total: 456.85s (Raciocínio: 441.09s, Formatação: 15.77s)"
f5427562.json,"Total: 232.75s (Raciocínio: 219.35s, Formatação: 13.40s)"
f6e3ff7b.json,"Total: 208.74s (Raciocínio: 205.41s, Formatação: 3.34s)"
f5bcb59c.json,"Total: 464.71s (Raciocínio: 460.35s, Formatação: 4.37s)"
f8c9d426.json,"Total: 122.78s (Raciocínio: 117.68s, Formatação: 5.10s)"
f98ec812.json,"Total: 183.72s (Raciocínio: 178.38s, Formatação: 5.35s)"
fa0b403d.json,"Total: 159.23s (Raciocínio: 151.38s, Formatação: 7.85s)"
f948970a.json,"Total: 473.53s (Raciocínio: 463.92s, Formatação: 9.62s)"
fa8e024f.json,"Total: 226.25s (Raciocínio: 211.14s, Formatação: 15.11s)"
fbada31e.json,"Total: 399.39s (Raciocínio: 389.02s, Formatação: 10.37s)"
fce9f5ac.json,"Total: 359.21s (Raciocínio: 356.47s, Formatação: 2.74s)"
feeb24c3.json,"Total: 166.65s (Raciocínio: 156.57s, Formatação: 10.08s)"
fdb0dfc7.json,"Total: 473.31s (Raciocínio: 459.31s, Formatação: 14.00s)"
ffcb9d21.json,"Total: 93.64s (Raciocínio: 82.83s, Formatação: 10.81s)"
ffd8ceff.json,"Total: 89.12s (Raciocínio: 87.23s, Formatação: 1.89s)"
ff32daf7.json,"Total: 265.33s (Raciocínio: 253.79s, Formatação: 11.54s)"
Tempo do Batch,"Total: 3035.76s (Raciocínio: 2992.71s, Formatação: 43.05s)"
