Task,gemma-4-31b-it
4be741c5.json,"Total: 159.24s (Raciocínio: 156.24s, Formatação: 3.00s)"
4938f0c2.json,"Total: 372.58s (Raciocínio: 358.95s, Formatação: 13.63s)"
4c4377d9.json,"Total: 199.32s (Raciocínio: 195.52s, Formatação: 3.80s)"
4c5c2cf0.json,"Total: 248.13s (Raciocínio: 233.27s, Formatação: 14.86s)"
50cb2852.json,"Total: 130.05s (Raciocínio: 117.48s, Formatação: 12.56s)"
5117e062.json,"Total: 156.69s (Raciocínio: 153.78s, Formatação: 2.91s)"
508bd3b6.json,"Total: 307.98s (Raciocínio: 296.67s, Formatação: 11.31s)"
50846271.json,"Total: 424.78s (Raciocínio: 397.72s, Formatação: 27.06s)"
5168d44c.json,"Total: 252.56s (Raciocínio: 242.91s, Formatação: 9.64s)"
53b68214.json,"Total: 160.31s (Raciocínio: 152.96s, Formatação: 7.36s)"
54d82841.json,"Total: 119.66s (Raciocínio: 112.91s, Formatação: 6.75s)"
54d9e175.json,"Total: 130.80s (Raciocínio: 124.01s, Formatação: 6.80s)"
543a7ed5.json,"Total: 305.57s (Raciocínio: 290.70s, Formatação: 14.87s)"
539a4f51.json,"Total: 458.79s (Raciocínio: 452.13s, Formatação: 6.66s)"
56dc2b01.json,"Total: 214.80s (Raciocínio: 208.18s, Formatação: 6.62s)"
56ff96f3.json,"Total: 185.09s (Raciocínio: 178.78s, Formatação: 6.31s)"
57aa92db.json,"Total: 477.93s (Raciocínio: 443.74s, Formatação: 34.19s)"
5ad4f10b.json,"Total: 244.25s (Raciocínio: 236.93s, Formatação: 7.32s)"
5bd6f4ac.json,"Total: 100.82s (Raciocínio: 98.39s, Formatação: 2.44s)"
5c0a986e.json,"Total: 207.94s (Raciocínio: 200.02s, Formatação: 7.92s)"
5c2c9af4.json,"Total: 502.48s (Raciocínio: 455.60s, Formatação: 46.88s)"
5daaa586.json,"Total: 385.71s (Raciocínio: 376.07s, Formatação: 9.64s)"
60b61512.json,"Total: 219.95s (Raciocínio: 213.20s, Formatação: 6.75s)"
6150a2bd.json,"Total: 102.04s (Raciocínio: 99.96s, Formatação: 2.08s)"
623ea044.json,"Total: 337.95s (Raciocínio: 318.34s, Formatação: 19.60s)"
62c24649.json,"Total: 146.84s (Raciocínio: 142.89s, Formatação: 3.95s)"
63613498.json,"Total: 408.65s (Raciocínio: 400.88s, Formatação: 7.77s)"
6430c8c4.json,"Total: 220.69s (Raciocínio: 216.66s, Formatação: 4.03s)"
6455b5f5.json,"Total: 349.39s (Raciocínio: 335.43s, Formatação: 13.95s)"
662c240a.json,"Total: 459.73s (Raciocínio: 455.73s, Formatação: 4.00s)"
67385a82.json,"Total: 156.06s (Raciocínio: 151.38s, Formatação: 4.68s)"
673ef223.json,"Total: 276.73s (Raciocínio: 259.11s, Formatação: 17.62s)"
6773b310.json,"Total: 216.52s (Raciocínio: 213.07s, Formatação: 3.45s)"
67a3c6ac.json,"Total: 81.52s (Raciocínio: 79.37s, Formatação: 2.15s)"
5582e5ca.json,"Total: 97.01s (Raciocínio: 94.71s, Formatação: 2.30s)"
67a423a3.json,"Total: 199.21s (Raciocínio: 187.24s, Formatação: 11.98s)"
681b3aeb.json,"Total: 425.88s (Raciocínio: 423.06s, Formatação: 2.81s)"
6855a6e4.json,"Total: 418.53s (Raciocínio: 403.89s, Formatação: 14.64s)"
68b16354.json,"Total: 89.27s (Raciocínio: 83.59s, Formatação: 5.68s)"
694f12f3.json,"Total: 161.94s (Raciocínio: 154.06s, Formatação: 7.88s)"
6a1e5592.json,"Total: 471.36s (Raciocínio: 456.18s, Formatação: 15.18s)"
6aa20dc0.json,"Total: 460.26s (Raciocínio: 430.90s, Formatação: 29.36s)"
6b9890af.json,"Total: 193.45s (Raciocínio: 178.88s, Formatação: 14.57s)"
6c434453.json,"Total: 280.81s (Raciocínio: 272.26s, Formatação: 8.55s)"
6cdd2623.json,"Total: 302.48s (Raciocínio: 283.40s, Formatação: 19.08s)"
6cf79266.json,"Total: 446.17s (Raciocínio: 421.76s, Formatação: 24.41s)"
6d0160f0.json,"Total: 314.06s (Raciocínio: 303.81s, Formatação: 10.25s)"
6d0aefbc.json,"Total: 92.29s (Raciocínio: 89.07s, Formatação: 3.22s)"
6d58a25d.json,"Total: 330.01s (Raciocínio: 304.78s, Formatação: 25.23s)"
5521c0d9.json,"Total: 219.23s (Raciocínio: 205.18s, Formatação: 14.04s)"
67e8384a.json,"Total: 89.12s (Raciocínio: 84.15s, Formatação: 4.97s)"
6e02f1e3.json,"Total: 124.78s (Raciocínio: 121.53s, Formatação: 3.24s)"
5614dbcf.json,"Total: 229.61s (Raciocínio: 226.71s, Formatação: 2.90s)"
6d75e8bb.json,"Total: 259.93s (Raciocínio: 252.31s, Formatação: 7.63s)"
6f8cd79b.json,"Total: 80.77s (Raciocínio: 76.64s, Formatação: 4.13s)"
6e82a1ae.json,"Total: 229.25s (Raciocínio: 221.30s, Formatação: 7.95s)"
6ecd11f4.json,"Total: 229.17s (Raciocínio: 225.59s, Formatação: 3.58s)"
6e19193c.json,"Total: 326.83s (Raciocínio: 318.28s, Formatação: 8.55s)"
6fa7a44f.json,"Total: 124.61s (Raciocínio: 121.61s, Formatação: 2.99s)"
72ca375d.json,"Total: 188.03s (Raciocínio: 184.80s, Formatação: 3.23s)"
72322fa7.json,"Total: 293.64s (Raciocínio: 270.47s, Formatação: 23.17s)"
7468f01a.json,"Total: 170.68s (Raciocínio: 165.43s, Formatação: 5.25s)"
7447852a.json,"Total: 388.72s (Raciocínio: 380.18s, Formatação: 8.53s)"
73251a56.json,"Total: 475.24s (Raciocínio: 459.88s, Formatação: 15.36s)"
74dd1130.json,"Total: 76.79s (Raciocínio: 74.71s, Formatação: 2.08s)"
746b3537.json,"Total: 177.57s (Raciocínio: 175.47s, Formatação: 2.09s)"
760b3cac.json,"Total: 237.83s (Raciocínio: 231.59s, Formatação: 6.23s)"
776ffc46.json,"Total: 276.07s (Raciocínio: 250.64s, Formatação: 25.43s)"
75b8110e.json,"Total: 317.13s (Raciocínio: 312.90s, Formatação: 4.23s)"
77fdfe62.json,"Total: 342.09s (Raciocínio: 337.64s, Formatação: 4.45s)"
780d0b14.json,"Total: 195.24s (Raciocínio: 192.54s, Formatação: 2.71s)"
794b24be.json,"Total: 177.47s (Raciocínio: 174.24s, Formatação: 3.22s)"
7b7f7511.json,"Total: 59.54s (Raciocínio: 56.70s, Formatação: 2.85s)"
7837ac64.json,"Total: 374.69s (Raciocínio: 370.99s, Formatação: 3.70s)"
7b6016b9.json,"Total: 310.72s (Raciocínio: 276.95s, Formatação: 33.77s)"
7c008303.json,"Total: 239.32s (Raciocínio: 234.03s, Formatação: 5.30s)"
7ddcd7ec.json,"Total: 255.16s (Raciocínio: 246.51s, Formatação: 8.65s)"
7e0986d6.json,"Total: 338.93s (Raciocínio: 324.80s, Formatação: 14.13s)"
7f4411dc.json,"Total: 259.41s (Raciocínio: 251.56s, Formatação: 7.85s)"
7fe24cdd.json,"Total: 234.58s (Raciocínio: 229.35s, Formatação: 5.23s)"
7df24a62.json,"Total: 415.01s (Raciocínio: 383.14s, Formatação: 31.87s)"
810b9b61.json,"Total: 231.86s (Raciocínio: 221.57s, Formatação: 10.29s)"
82819916.json,"Total: 261.37s (Raciocínio: 250.81s, Formatação: 10.56s)"
80af3007.json,"Total: 403.45s (Raciocínio: 395.42s, Formatação: 8.03s)"
834ec97d.json,"Total: 223.04s (Raciocínio: 212.07s, Formatação: 10.98s)"
83302e8f.json,"Total: 473.94s (Raciocínio: 430.19s, Formatação: 43.75s)"
8403a5d5.json,"Total: 287.32s (Raciocínio: 278.39s, Formatação: 8.93s)"
846bdb03.json,"Total: 362.31s (Raciocínio: 356.24s, Formatação: 6.07s)"
855e0971.json,"Total: 271.71s (Raciocínio: 254.63s, Formatação: 17.07s)"
85c4e7cd.json,"Total: 235.39s (Raciocínio: 222.60s, Formatação: 12.79s)"
868de0fa.json,"Total: 288.55s (Raciocínio: 263.42s, Formatação: 25.14s)"
88a62173.json,"Total: 156.44s (Raciocínio: 153.92s, Formatação: 2.53s)"
8731374e.json,"Total: 265.65s (Raciocínio: 258.67s, Formatação: 6.98s)"
88a10436.json,"Total: 299.75s (Raciocínio: 290.78s, Formatação: 8.97s)"
8be77c9e.json,"Total: 81.21s (Raciocínio: 78.43s, Formatação: 2.78s)"
8d5021e8.json,"Total: 213.31s (Raciocínio: 207.50s, Formatação: 5.81s)"
8a004b2b.json,"Total: 372.07s (Raciocínio: 355.02s, Formatação: 17.06s)"
890034e9.json,"Total: 467.63s (Raciocínio: 440.50s, Formatação: 27.14s)"
8d510a79.json,"Total: 236.20s (Raciocínio: 227.56s, Formatação: 8.64s)"
8e1813be.json,"Total: 200.45s (Raciocínio: 194.30s, Formatação: 6.15s)"
8e5a5113.json,"Total: 217.99s (Raciocínio: 213.11s, Formatação: 4.89s)"
8efcae92.json,"Total: 279.63s (Raciocínio: 272.00s, Formatação: 7.63s)"
90c28cc7.json,"Total: 157.77s (Raciocínio: 154.91s, Formatação: 2.86s)"
8eb1be9a.json,"Total: 387.42s (Raciocínio: 375.11s, Formatação: 12.32s)"
8f2ea7aa.json,"Total: 417.95s (Raciocínio: 410.27s, Formatação: 7.68s)"
913fb3ed.json,"Total: 192.10s (Raciocínio: 174.64s, Formatação: 17.46s)"
91413438.json,"Total: 280.83s (Raciocínio: 252.80s, Formatação: 28.03s)"
90f3ed37.json,"Total: 375.29s (Raciocínio: 363.84s, Formatação: 11.45s)"
9172f3a0.json,"Total: 134.91s (Raciocínio: 128.31s, Formatação: 6.60s)"
91714a58.json,"Total: 221.16s (Raciocínio: 204.84s, Formatação: 16.32s)"
928ad970.json,"Total: 253.08s (Raciocínio: 238.13s, Formatação: 14.95s)"
941d9a10.json,"Total: 185.68s (Raciocínio: 177.55s, Formatação: 8.14s)"
94f9d214.json,"Total: 200.70s (Raciocínio: 196.96s, Formatação: 3.75s)"
9565186b.json,"Total: 98.21s (Raciocínio: 95.41s, Formatação: 2.80s)"
93b581b8.json,"Total: 359.49s (Raciocínio: 353.65s, Formatação: 5.85s)"
952a094c.json,"Total: 249.18s (Raciocínio: 240.83s, Formatação: 8.35s)"
97999447.json,"Total: 142.42s (Raciocínio: 136.15s, Formatação: 6.27s)"
95990924.json,"Total: 278.20s (Raciocínio: 261.74s, Formatação: 16.47s)"
963e52fc.json,"Total: 263.06s (Raciocínio: 255.90s, Formatação: 7.16s)"
98cf29f8.json,"Total: 258.51s (Raciocínio: 244.67s, Formatação: 13.84s)"
995c5fa3.json,"Total: 244.00s (Raciocínio: 240.22s, Formatação: 3.79s)"
99b1bc43.json,"Total: 242.87s (Raciocínio: 239.18s, Formatação: 3.69s)"
97a05b5b.json,"Total: 461.12s (Raciocínio: 452.24s, Formatação: 8.88s)"
9d9215db.json,"Total: 443.26s (Raciocínio: 419.93s, Formatação: 23.34s)"
9dfd6313.json,"Total: 182.51s (Raciocínio: 178.40s, Formatação: 4.10s)"
9ecd008a.json,"Total: 227.72s (Raciocínio: 223.67s, Formatação: 4.05s)"
9edfc990.json,"Total: 471.08s (Raciocínio: 458.34s, Formatação: 12.74s)"
9f236235.json,"Total: 259.90s (Raciocínio: 256.94s, Formatação: 2.96s)"
a1570a43.json,"Total: 254.47s (Raciocínio: 247.61s, Formatação: 6.85s)"
a2fd1cf0.json,"Total: 213.79s (Raciocínio: 201.65s, Formatação: 12.14s)"
a3325580.json,"Total: 153.98s (Raciocínio: 151.09s, Formatação: 2.89s)"
a3df8b1e.json,"Total: 239.59s (Raciocínio: 233.74s, Formatação: 5.85s)"
a416b8f3.json,"Total: 47.58s (Raciocínio: 43.62s, Formatação: 3.96s)"
a48eeaf7.json,"Total: 368.90s (Raciocínio: 360.32s, Formatação: 8.58s)"
a5313dff.json,"Total: 288.81s (Raciocínio: 282.15s, Formatação: 6.66s)"
a5f85a15.json,"Total: 256.74s (Raciocínio: 246.42s, Formatação: 10.32s)"
a61ba2ce.json,"Total: 186.33s (Raciocínio: 182.93s, Formatação: 3.40s)"
a61f2674.json,"Total: 199.32s (Raciocínio: 192.00s, Formatação: 7.32s)"
a64e4611.json,"Total: 464.92s (Raciocínio: 458.60s, Formatação: 6.32s)"
a65b410d.json,"Total: 182.14s (Raciocínio: 174.81s, Formatação: 7.34s)"
a68b268e.json,"Total: 339.75s (Raciocínio: 335.86s, Formatação: 3.89s)"
a699fb00.json,"Total: 208.04s (Raciocínio: 200.16s, Formatação: 7.88s)"
a740d043.json,"Total: 119.30s (Raciocínio: 116.87s, Formatação: 2.43s)"
a78176bb.json,"Total: 406.81s (Raciocínio: 398.93s, Formatação: 7.89s)"
a79310a0.json,"Total: 115.73s (Raciocínio: 112.31s, Formatação: 3.42s)"
a85d4709.json,"Total: 95.99s (Raciocínio: 92.90s, Formatação: 3.09s)"
a87f7484.json,"Total: 106.34s (Raciocínio: 103.85s, Formatação: 2.49s)"
a8c38be5.json,"Total: 433.71s (Raciocínio: 426.70s, Formatação: 7.01s)"
a8d7556c.json,"Total: 486.03s (Raciocínio: 465.32s, Formatação: 20.71s)"
a9f96cdd.json,"Total: 147.09s (Raciocínio: 142.14s, Formatação: 4.95s)"
aabf363d.json,"Total: 81.74s (Raciocínio: 76.71s, Formatação: 5.02s)"
aba27056.json,"Total: 450.36s (Raciocínio: 442.42s, Formatação: 7.94s)"
ac0a08a4.json,"Total: 184.76s (Raciocínio: 174.01s, Formatação: 10.74s)"
ae3edfdc.json,"Total: 263.07s (Raciocínio: 246.85s, Formatação: 16.23s)"
ae4f1146.json,"Total: 162.93s (Raciocínio: 160.26s, Formatação: 2.67s)"
aedd82e4.json,"Total: 134.29s (Raciocínio: 130.97s, Formatação: 3.32s)"
af902bf9.json,"Total: 164.42s (Raciocínio: 156.90s, Formatação: 7.53s)"
b0c4d837.json,"Total: 271.22s (Raciocínio: 267.77s, Formatação: 3.45s)"
b190f7f5.json,"Total: 397.72s (Raciocínio: 379.11s, Formatação: 18.61s)"
b1948b0a.json,"Total: 51.45s (Raciocínio: 48.68s, Formatação: 2.77s)"
b230c067.json,"Total: 328.93s (Raciocínio: 321.37s, Formatação: 7.56s)"
b27ca6d3.json,"Total: 387.50s (Raciocínio: 369.68s, Formatação: 17.81s)"
b2862040.json,"Total: 478.09s (Raciocínio: 461.41s, Formatação: 16.67s)"
b527c5c6.json,"Total: 339.01s (Raciocínio: 313.16s, Formatação: 25.85s)"
b548a754.json,"Total: 253.55s (Raciocínio: 242.32s, Formatação: 11.23s)"
b60334d2.json,"Total: 214.89s (Raciocínio: 207.47s, Formatação: 7.41s)"
b6afb2da.json,"Total: 149.42s (Raciocínio: 141.42s, Formatação: 8.00s)"
b7249182.json,"Total: 290.45s (Raciocínio: 277.99s, Formatação: 12.47s)"
b775ac94.json,"Total: 473.91s (Raciocínio: 437.87s, Formatação: 36.04s)"
b782dc8a.json,"Total: 466.73s (Raciocínio: 451.24s, Formatação: 15.50s)"
b8825c91.json,"Total: 413.28s (Raciocínio: 395.70s, Formatação: 17.58s)"
b8cdaf2b.json,"Total: 347.77s (Raciocínio: 340.81s, Formatação: 6.96s)"
b91ae062.json,"Total: 188.34s (Raciocínio: 177.79s, Formatação: 10.55s)"
b94a9452.json,"Total: 129.73s (Raciocínio: 125.67s, Formatação: 4.06s)"
b9b7f026.json,"Total: 121.87s (Raciocínio: 119.91s, Formatação: 1.97s)"
ba26e723.json,"Total: 314.33s (Raciocínio: 309.56s, Formatação: 4.77s)"
ba97ae07.json,"Total: 213.86s (Raciocínio: 203.44s, Formatação: 10.42s)"
bb43febb.json,"Total: 236.45s (Raciocínio: 228.85s, Formatação: 7.60s)"
99fa7670.json,"Total: 178.00s (Raciocínio: 171.86s, Formatação: 6.14s)"
9af7a82c.json,"Total: 121.86s (Raciocínio: 117.54s, Formatação: 4.31s)"
bbc9ae5d.json,"Total: 165.74s (Raciocínio: 158.99s, Formatação: 6.74s)"
bd4472b8.json,"Total: 175.47s (Raciocínio: 169.79s, Formatação: 5.68s)"
9aec4887.json,"Total: 366.55s (Raciocínio: 360.58s, Formatação: 5.97s)"
bc1d5164.json,"Total: 276.36s (Raciocínio: 272.90s, Formatação: 3.45s)"
be94b721.json,"Total: 135.70s (Raciocínio: 133.07s, Formatação: 2.62s)"
bdad9b1f.json,"Total: 164.67s (Raciocínio: 160.22s, Formatação: 4.46s)"
bda2d7a6.json,"Total: 309.67s (Raciocínio: 304.83s, Formatação: 4.85s)"
beb8660c.json,"Total: 208.58s (Raciocínio: 201.22s, Formatação: 7.36s)"
c0f76784.json,"Total: 209.92s (Raciocínio: 199.39s, Formatação: 10.53s)"
c3e719e8.json,"Total: 206.10s (Raciocínio: 198.39s, Formatação: 7.71s)"
c3f564a4.json,"Total: 243.85s (Raciocínio: 226.97s, Formatação: 16.87s)"
c1d99e64.json,"Total: 367.76s (Raciocínio: 327.70s, Formatação: 40.06s)"
c8f0f002.json,"Total: 98.45s (Raciocínio: 79.92s, Formatação: 18.54s)"
c59eb873.json,"Total: 181.91s (Raciocínio: 174.18s, Formatação: 7.73s)"
c444b776.json,"Total: 304.63s (Raciocínio: 270.73s, Formatação: 33.91s)"
c8cbb738.json,"Total: 264.63s (Raciocínio: 258.19s, Formatação: 6.43s)"
c9e6f938.json,"Total: 130.59s (Raciocínio: 127.75s, Formatação: 2.83s)"
c9f8e694.json,"Total: 234.18s (Raciocínio: 223.94s, Formatação: 10.25s)"
c909285e.json,"Total: 335.17s (Raciocínio: 329.94s, Formatação: 5.23s)"
cbded52d.json,"Total: 241.24s (Raciocínio: 234.35s, Formatação: 6.90s)"
cce03e0d.json,"Total: 157.36s (Raciocínio: 149.88s, Formatação: 7.48s)"
