Task,gemini-3.5-flash-lite
26c236bf.json,"Total: 44.17s (Raciocínio: 43.22s, Formatação: 0.94s)"
2562e1db.json,"Total: 114.18s (Raciocínio: 54.00s, Formatação: 60.19s)"
263f3e03.json,"Total: 52.07s (Raciocínio: 50.57s, Formatação: 1.50s)"
277223f1.json,"Total: 15.27s (Raciocínio: 12.47s, Formatação: 2.80s)"
29f9a0cc.json,"Total: 19.74s (Raciocínio: 4.41s, Formatação: 15.33s)"
2b528e87.json,"Total: 26.40s (Raciocínio: 14.43s, Formatação: 11.96s)"
2b589513.json,"Total: 17.61s (Raciocínio: 16.35s, Formatação: 1.26s)"
29757882.json,"Total: 101.35s (Raciocínio: 23.30s, Formatação: 78.05s)"
2b2297a9.json,"Total: 113.70s (Raciocínio: 35.89s, Formatação: 77.81s)"
2c4e4720.json,"Total: 71.59s (Raciocínio: 42.89s, Formatação: 28.70s)"
30aefb06.json,"Total: 53.52s (Raciocínio: 15.61s, Formatação: 37.91s)"
2f26ec4d.json,"Total: 109.89s (Raciocínio: 108.36s, Formatação: 1.53s)"
30864783.json,"Total: 76.95s (Raciocínio: 76.10s, Formatação: 0.85s)"
3126c7a6.json,"Total: 48.74s (Raciocínio: 29.49s, Formatação: 19.25s)"
317a76d4.json,"Total: 12.36s (Raciocínio: 11.52s, Formatação: 0.84s)"
33816d02.json,"Total: 4.85s (Raciocínio: 3.75s, Formatação: 1.10s)"
3203a1c6.json,"Total: 19.53s (Raciocínio: 17.44s, Formatação: 2.09s)"
33d55708.json,"Total: 10.33s (Raciocínio: 8.88s, Formatação: 1.46s)"
36e1377b.json,"Total: 20.90s (Raciocínio: 18.87s, Formatação: 2.03s)"
3486a336.json,"Total: 43.83s (Raciocínio: 42.36s, Formatação: 1.47s)"
35b332f7.json,"Total: 43.83s (Raciocínio: 42.58s, Formatação: 1.26s)"
36114a09.json,"Total: 44.52s (Raciocínio: 43.42s, Formatação: 1.10s)"
38beb89d.json,"Total: 21.66s (Raciocínio: 19.60s, Formatação: 2.06s)"
39b7e4b1.json,"Total: 21.41s (Raciocínio: 19.91s, Formatação: 1.50s)"
380acd5a.json,"Total: 29.25s (Raciocínio: 26.71s, Formatação: 2.54s)"
3a2286db.json,"Total: 21.36s (Raciocínio: 20.46s, Formatação: 0.90s)"
3ba748e3.json,"Total: 20.21s (Raciocínio: 19.00s, Formatação: 1.21s)"
3cc40d38.json,"Total: 19.61s (Raciocínio: 18.26s, Formatação: 1.34s)"
3cbf5322.json,"Total: 33.93s (Raciocínio: 31.87s, Formatação: 2.06s)"
3dac118e.json,"Total: 46.04s (Raciocínio: 45.11s, Formatação: 0.93s)"
408315cb.json,"Total: 15.58s (Raciocínio: 8.50s, Formatação: 7.08s)"
3ec35c98.json,"Total: 31.12s (Raciocínio: 29.89s, Formatação: 1.23s)"
433124d1.json,"Total: 14.55s (Raciocínio: 13.14s, Formatação: 1.41s)"
44620949.json,"Total: 29.71s (Raciocínio: 28.08s, Formatação: 1.63s)"
468d8b02.json,"Total: 13.75s (Raciocínio: 12.92s, Formatação: 0.84s)"
460283ca.json,"Total: 18.10s (Raciocínio: 17.07s, Formatação: 1.03s)"
4546333b.json,"Total: 34.39s (Raciocínio: 4.88s, Formatação: 29.50s)"
473142a6.json,"Total: 16.37s (Raciocínio: 14.31s, Formatação: 2.06s)"
48eb39da.json,"Total: 18.70s (Raciocínio: 16.93s, Formatação: 1.77s)"
493792f9.json,"Total: 22.41s (Raciocínio: 21.27s, Formatação: 1.14s)"
4a3bd97c.json,"Total: 34.95s (Raciocínio: 10.18s, Formatação: 24.76s)"
4a9b886e.json,"Total: 17.62s (Raciocínio: 15.95s, Formatação: 1.67s)"
4ac51377.json,"Total: 65.98s (Raciocínio: 28.80s, Formatação: 37.18s)"
4d0221dd.json,"Total: 25.20s (Raciocínio: 22.81s, Formatação: 2.40s)"
4b7dd454.json,"Total: 77.94s (Raciocínio: 76.96s, Formatação: 0.98s)"
4c0ec65b.json,"Total: 67.12s (Raciocínio: 65.14s, Formatação: 1.98s)"
4d88898d.json,"Total: 6.09s (Raciocínio: 5.17s, Formatação: 0.91s)"
4ecad724.json,"Total: 16.75s (Raciocínio: 15.44s, Formatação: 1.30s)"
4ee2b4a8.json,"Total: 30.40s (Raciocínio: 27.94s, Formatação: 2.46s)"
52491077.json,"Total: 16.95s (Raciocínio: 15.95s, Formatação: 1.00s)"
52b0850d.json,"Total: 15.75s (Raciocínio: 14.20s, Formatação: 1.56s)"
51fb1910.json,"Total: 42.19s (Raciocínio: 41.28s, Formatação: 0.90s)"
544c86fb.json,"Total: 15.92s (Raciocínio: 14.54s, Formatação: 1.39s)"
562386ab.json,"Total: 6.36s (Raciocínio: 5.18s, Formatação: 1.18s)"
54da9170.json,"Total: 44.45s (Raciocínio: 42.78s, Formatação: 1.67s)"
53c1e09c.json,"Total: 69.65s (Raciocínio: 67.42s, Formatação: 2.23s)"
567ff641.json,"Total: 40.05s (Raciocínio: 37.56s, Formatação: 2.49s)"
576cbf07.json,"Total: 49.91s (Raciocínio: 48.16s, Formatação: 1.75s)"
57dce4da.json,"Total: 27.37s (Raciocínio: 26.45s, Formatação: 0.92s)"
58794bb2.json,"Total: 19.62s (Raciocínio: 18.72s, Formatação: 0.90s)"
57e43151.json,"Total: 54.07s (Raciocínio: 40.45s, Formatação: 13.61s)"
59f53d77.json,"Total: 32.06s (Raciocínio: 30.18s, Formatação: 1.88s)"
58c4f008.json,"Total: 51.48s (Raciocínio: 50.27s, Formatação: 1.22s)"
5b966959.json,"Total: 4.23s (Raciocínio: 3.45s, Formatação: 0.78s)"
5a2caad7.json,"Total: 34.07s (Raciocínio: 32.79s, Formatação: 1.28s)"
5d54957f.json,"Total: 27.62s (Raciocínio: 26.60s, Formatação: 1.02s)"
6249c5ae.json,"Total: 23.07s (Raciocínio: 21.72s, Formatação: 1.35s)"
5dd4e8cf.json,"Total: 67.30s (Raciocínio: 4.53s, Formatação: 62.77s)"
6119ce0d.json,"Total: 68.51s (Raciocínio: 10.30s, Formatação: 58.21s)"
66e04a5d.json,"Total: 8.19s (Raciocínio: 7.35s, Formatação: 0.84s)"
62689d91.json,"Total: 76.24s (Raciocínio: 59.07s, Formatação: 17.17s)"
689e9d20.json,"Total: 22.93s (Raciocínio: 21.07s, Formatação: 1.86s)"
67b92bc2.json,"Total: 31.91s (Raciocínio: 30.85s, Formatação: 1.06s)"
6b7402d8.json,"Total: 26.02s (Raciocínio: 25.07s, Formatação: 0.95s)"
67a8423d.json,"Total: 101.54s (Raciocínio: 4.22s, Formatação: 97.32s)"
6c75bcb3.json,"Total: 22.68s (Raciocínio: 21.23s, Formatação: 1.45s)"
6ccc518a.json,"Total: 49.28s (Raciocínio: 47.87s, Formatação: 1.41s)"
6fd278d2.json,"Total: 39.01s (Raciocínio: 38.01s, Formatação: 1.00s)"
7033729a.json,"Total: 26.53s (Raciocínio: 24.72s, Formatação: 1.81s)"
71793261.json,"Total: 26.46s (Raciocínio: 24.88s, Formatação: 1.58s)"
6f7f6aea.json,"Total: 97.19s (Raciocínio: 96.28s, Formatação: 0.91s)"
7197204c.json,"Total: 22.52s (Raciocínio: 20.95s, Formatação: 1.57s)"
75f446a6.json,"Total: 11.81s (Raciocínio: 10.54s, Formatação: 1.28s)"
71de2313.json,"Total: 51.24s (Raciocínio: 21.26s, Formatação: 29.98s)"
75b64d66.json,"Total: 51.98s (Raciocínio: 18.79s, Formatação: 33.19s)"
76429cbd.json,"Total: 17.38s (Raciocínio: 16.05s, Formatação: 1.32s)"
7775a5e9.json,"Total: 6.85s (Raciocínio: 5.84s, Formatação: 1.01s)"
7a11b7c2.json,"Total: 6.46s (Raciocínio: 4.87s, Formatação: 1.59s)"
76d0e2a6.json,"Total: 23.23s (Raciocínio: 21.30s, Formatação: 1.93s)"
7b0c415b.json,"Total: 16.94s (Raciocínio: 15.54s, Formatação: 1.41s)"
7c8440dd.json,"Total: 12.74s (Raciocínio: 11.42s, Formatação: 1.32s)"
7c09e89f.json,"Total: 21.25s (Raciocínio: 19.37s, Formatação: 1.88s)"
7cb344fa.json,"Total: 14.32s (Raciocínio: 12.57s, Formatação: 1.75s)"
7f9bb7ff.json,"Total: 21.38s (Raciocínio: 20.19s, Formatação: 1.19s)"
8003e924.json,"Total: 22.29s (Raciocínio: 20.89s, Formatação: 1.40s)"
84e110a9.json,"Total: 13.40s (Raciocínio: 12.47s, Formatação: 0.93s)"
8300b86e.json,"Total: 35.11s (Raciocínio: 34.01s, Formatação: 1.11s)"
82445574.json,"Total: 45.08s (Raciocínio: 44.05s, Formatação: 1.03s)"
85baebcd.json,"Total: 27.43s (Raciocínio: 26.48s, Formatação: 0.95s)"
87a45f57.json,"Total: 19.16s (Raciocínio: 17.87s, Formatação: 1.29s)"
86cca9a4.json,"Total: 31.43s (Raciocínio: 30.58s, Formatação: 0.85s)"
87ec3b20.json,"Total: 22.80s (Raciocínio: 20.19s, Formatação: 2.61s)"
8fc6fa8e.json,"Total: 12.36s (Raciocínio: 10.63s, Formatação: 1.74s)"
89373d1d.json,"Total: 43.28s (Raciocínio: 40.99s, Formatação: 2.29s)"
89706a32.json,"Total: 30.16s (Raciocínio: 18.19s, Formatação: 11.96s)"
9189b098.json,"Total: 23.91s (Raciocínio: 22.75s, Formatação: 1.16s)"
950f8c4c.json,"Total: 31.15s (Raciocínio: 24.46s, Formatação: 6.69s)"
918ad16a.json,"Total: 49.09s (Raciocínio: 33.49s, Formatação: 15.60s)"
936233c9.json,"Total: 76.12s (Raciocínio: 31.78s, Formatação: 44.34s)"
95e73708.json,"Total: 6.43s (Raciocínio: 5.51s, Formatação: 0.92s)"
92cad2f0.json,"Total: 89.48s (Raciocínio: 60.96s, Formatação: 28.53s)"
95bbcdfd.json,"Total: 47.02s (Raciocínio: 45.16s, Formatação: 1.86s)"
97fd259e.json,"Total: 6.33s (Raciocínio: 5.18s, Formatação: 1.15s)"
9827bfbe.json,"Total: 15.16s (Raciocínio: 14.32s, Formatação: 0.84s)"
96d316f2.json,"Total: 54.38s (Raciocínio: 36.73s, Formatação: 17.65s)"
9759de88.json,"Total: 56.24s (Raciocínio: 53.52s, Formatação: 2.72s)"
99e90c97.json,"Total: 51.74s (Raciocínio: 22.90s, Formatação: 28.84s)"
9b1de98b.json,"Total: 27.31s (Raciocínio: 8.23s, Formatação: 19.07s)"
9b527950.json,"Total: 28.23s (Raciocínio: 27.46s, Formatação: 0.77s)"
9a524d79.json,"Total: 37.89s (Raciocínio: 21.78s, Formatação: 16.11s)"
9d2b43ef.json,"Total: 24.78s (Raciocínio: 23.19s, Formatação: 1.59s)"
9d38ac8a.json,"Total: 33.24s (Raciocínio: 10.43s, Formatação: 22.81s)"
9c58157c.json,"Total: 60.02s (Raciocínio: 58.24s, Formatação: 1.77s)"
9cb885a6.json,"Total: 67.55s (Raciocínio: 66.56s, Formatação: 0.99s)"
9e5e42e4.json,"Total: 4.87s (Raciocínio: 4.10s, Formatação: 0.77s)"
9eefe943.json,"Total: 25.47s (Raciocínio: 24.63s, Formatação: 0.85s)"
9d3dca02.json,"Total: 56.93s (Raciocínio: 56.08s, Formatação: 0.85s)"
9f637f81.json,"Total: 18.15s (Raciocínio: 17.10s, Formatação: 1.05s)"
9fde16ef.json,"Total: 37.02s (Raciocínio: 34.49s, Formatação: 2.53s)"
a08f4a56.json,"Total: 16.61s (Raciocínio: 15.21s, Formatação: 1.40s)"
a2f1da45.json,"Total: 12.53s (Raciocínio: 10.71s, Formatação: 1.82s)"
a09ab1fa.json,"Total: 16.43s (Raciocínio: 15.05s, Formatação: 1.38s)"
a4417057.json,"Total: 14.58s (Raciocínio: 13.83s, Formatação: 0.75s)"
a4a161fa.json,"Total: 16.24s (Raciocínio: 14.86s, Formatação: 1.38s)"
a673e0f8.json,"Total: 15.66s (Raciocínio: 14.57s, Formatação: 1.09s)"
a756c68c.json,"Total: 16.42s (Raciocínio: 14.78s, Formatação: 1.64s)"
abde731b.json,"Total: 15.66s (Raciocínio: 14.15s, Formatação: 1.52s)"
aa8bb561.json,"Total: 20.67s (Raciocínio: 19.84s, Formatação: 0.84s)"
abd8c46e.json,"Total: 30.14s (Raciocínio: 28.79s, Formatação: 1.35s)"
a93d3407.json,"Total: 49.24s (Raciocínio: 48.05s, Formatação: 1.19s)"
b2f174e7.json,"Total: 16.30s (Raciocínio: 15.16s, Formatação: 1.15s)"
af70406e.json,"Total: 21.08s (Raciocínio: 18.59s, Formatação: 2.49s)"
b4acdc73.json,"Total: 23.21s (Raciocínio: 9.37s, Formatação: 13.84s)"
b30532ae.json,"Total: 34.04s (Raciocínio: 32.58s, Formatação: 1.46s)"
b52c30f7.json,"Total: 18.80s (Raciocínio: 17.72s, Formatação: 1.08s)"
b5abcfbb.json,"Total: 21.48s (Raciocínio: 20.31s, Formatação: 1.17s)"
b70faf83.json,"Total: 10.73s (Raciocínio: 9.59s, Formatação: 1.14s)"
b8a2a2ff.json,"Total: 12.14s (Raciocínio: 5.71s, Formatação: 6.44s)"
b965e19e.json,"Total: 12.38s (Raciocínio: 11.20s, Formatação: 1.18s)"
b8b98e41.json,"Total: 24.17s (Raciocínio: 22.86s, Formatação: 1.31s)"
bb1a16d1.json,"Total: 21.59s (Raciocínio: 19.96s, Formatação: 1.63s)"
b8d2ecf2.json,"Total: 41.03s (Raciocínio: 39.97s, Formatação: 1.06s)"
bb7d2d7b.json,"Total: 9.24s (Raciocínio: 8.18s, Formatação: 1.06s)"
bb7d00ae.json,"Total: 19.54s (Raciocínio: 18.79s, Formatação: 0.74s)"
bc68c234.json,"Total: 12.15s (Raciocínio: 11.01s, Formatação: 1.13s)"
be398e7c.json,"Total: 19.20s (Raciocínio: 18.14s, Formatação: 1.07s)"
be1b8402.json,"Total: 32.55s (Raciocínio: 25.25s, Formatação: 7.30s)"
bcd077e4.json,"Total: 63.98s (Raciocínio: 34.82s, Formatação: 29.16s)"
beeeabad.json,"Total: 22.53s (Raciocínio: 20.44s, Formatação: 2.08s)"
bf1e9dcd.json,"Total: 15.62s (Raciocínio: 14.76s, Formatação: 0.85s)"
c023b610.json,"Total: 13.66s (Raciocínio: 12.27s, Formatação: 1.40s)"
c0de4867.json,"Total: 7.34s (Raciocínio: 6.14s, Formatação: 1.20s)"
c15c4380.json,"Total: 8.87s (Raciocínio: 7.73s, Formatação: 1.15s)"
c1c01c90.json,"Total: 8.83s (Raciocínio: 7.89s, Formatação: 0.94s)"
c1cd215f.json,"Total: 19.56s (Raciocínio: 18.09s, Formatação: 1.48s)"
c1d6a92f.json,"Total: 28.68s (Raciocínio: 27.45s, Formatação: 1.23s)"
c2777032.json,"Total: 15.95s (Raciocínio: 14.67s, Formatação: 1.28s)"
c2b7da75.json,"Total: 22.81s (Raciocínio: 21.70s, Formatação: 1.11s)"
c6f78790.json,"Total: 16.22s (Raciocínio: 15.25s, Formatação: 0.97s)"
c2967c0d.json,"Total: 55.39s (Raciocínio: 33.06s, Formatação: 22.33s)"
c38789dd.json,"Total: 40.33s (Raciocínio: 39.18s, Formatação: 1.14s)"
cc6fbdc1.json,"Total: 23.83s (Raciocínio: 15.96s, Formatação: 7.87s)"
cb3834ff.json,"Total: 25.69s (Raciocínio: 24.45s, Formatação: 1.24s)"
c97485d7.json,"Total: 47.75s (Raciocínio: 45.84s, Formatação: 1.91s)"
cc8a7f53.json,"Total: 13.67s (Raciocínio: 12.29s, Formatação: 1.38s)"
cf9c6160.json,"Total: 7.49s (Raciocínio: 6.27s, Formatação: 1.22s)"
cdcbbfd9.json,"Total: 13.19s (Raciocínio: 12.16s, Formatação: 1.03s)"
cd59d4bd.json,"Total: 48.65s (Raciocínio: 47.38s, Formatação: 1.27s)"
d09b38c0.json,"Total: 9.57s (Raciocínio: 7.99s, Formatação: 1.58s)"
ceb011d3.json,"Total: 49.68s (Raciocínio: 47.43s, Formatação: 2.25s)"
d102533b.json,"Total: 13.66s (Raciocínio: 12.27s, Formatação: 1.40s)"
d435182c.json,"Total: 7.57s (Raciocínio: 6.56s, Formatação: 1.01s)"
d1a79d4b.json,"Total: 17.15s (Raciocínio: 15.78s, Formatação: 1.38s)"
d2ce64f3.json,"Total: 16.39s (Raciocínio: 14.79s, Formatação: 1.60s)"
d4aba306.json,"Total: 20.23s (Raciocínio: 18.39s, Formatação: 1.84s)"
d4c70f8e.json,"Total: 34.64s (Raciocínio: 27.70s, Formatação: 6.94s)"
d50a6f8d.json,"Total: 48.18s (Raciocínio: 46.97s, Formatação: 1.21s)"
d50db1c5.json,"Total: 67.59s (Raciocínio: 14.84s, Formatação: 52.74s)"
d82ba02c.json,"Total: 48.60s (Raciocínio: 46.60s, Formatação: 2.01s)"
d530d5ae.json,"Total: 88.21s (Raciocínio: 86.34s, Formatação: 1.87s)"
d96d0707.json,"Total: 43.01s (Raciocínio: 22.05s, Formatação: 20.96s)"
d4e4f8f0.json,"Total: 159.77s (Raciocínio: 157.45s, Formatação: 2.33s)"
d9f009f9.json,"Total: 17.49s (Raciocínio: 15.33s, Formatação: 2.17s)"
da1eed5d.json,"Total: 8.88s (Raciocínio: 7.51s, Formatação: 1.37s)"
dbd5a233.json,"Total: 28.11s (Raciocínio: 26.63s, Formatação: 1.48s)"
dcd22f73.json,"Total: 18.10s (Raciocínio: 9.94s, Formatação: 8.16s)"
dbf9463b.json,"Total: 50.67s (Raciocínio: 49.50s, Formatação: 1.17s)"
dd9ec3e9.json,"Total: 31.91s (Raciocínio: 30.92s, Formatação: 0.99s)"
de29ec27.json,"Total: 37.95s (Raciocínio: 37.07s, Formatação: 0.88s)"
e0d35ac7.json,"Total: 27.40s (Raciocínio: 18.65s, Formatação: 8.75s)"
df985d6b.json,"Total: 44.80s (Raciocínio: 43.50s, Formatação: 1.30s)"
e18292fb.json,"Total: 47.98s (Raciocínio: 45.33s, Formatação: 2.65s)"
e7cf5ecd.json,"Total: 13.62s (Raciocínio: 11.85s, Formatação: 1.77s)"
e2b96be6.json,"Total: 43.39s (Raciocínio: 42.15s, Formatação: 1.24s)"
e6102947.json,"Total: 40.59s (Raciocínio: 38.52s, Formatação: 2.07s)"
e883469c.json,"Total: 19.61s (Raciocínio: 18.05s, Formatação: 1.55s)"
e8f5b909.json,"Total: 6.07s (Raciocínio: 5.08s, Formatação: 1.00s)"
ec3698a1.json,"Total: 21.13s (Raciocínio: 19.21s, Formatação: 1.92s)"
ea2e04a0.json,"Total: 39.04s (Raciocínio: 8.57s, Formatação: 30.48s)"
ef1a0e84.json,"Total: 10.71s (Raciocínio: 9.88s, Formatação: 0.82s)"
e9053d88.json,"Total: 111.71s (Raciocínio: 110.22s, Formatação: 1.49s)"
ef567401.json,"Total: 48.74s (Raciocínio: 47.48s, Formatação: 1.26s)"
ecb1421d.json,"Total: 50.82s (Raciocínio: 48.50s, Formatação: 2.32s)"
f0e04447.json,"Total: 40.46s (Raciocínio: 38.99s, Formatação: 1.47s)"
f1acd6b8.json,"Total: 26.18s (Raciocínio: 23.22s, Formatação: 2.96s)"
f40cf652.json,"Total: 20.10s (Raciocínio: 18.19s, Formatação: 1.91s)"
f72c68ad.json,"Total: 12.11s (Raciocínio: 11.06s, Formatação: 1.05s)"
f28ea884.json,"Total: 49.35s (Raciocínio: 47.86s, Formatação: 1.50s)"
f5b0ff74.json,"Total: 45.02s (Raciocínio: 44.05s, Formatação: 0.96s)"
f7ae7172.json,"Total: 17.91s (Raciocínio: 16.08s, Formatação: 1.83s)"
f7cb8069.json,"Total: 94.37s (Raciocínio: 29.73s, Formatação: 64.64s)"
f771a640.json,"Total: 111.56s (Raciocínio: 38.77s, Formatação: 72.79s)"
f9d611a2.json,"Total: 116.07s (Raciocínio: 15.83s, Formatação: 100.24s)"
fa470776.json,"Total: 51.86s (Raciocínio: 44.98s, Formatação: 6.88s)"
fdacdcf2.json,"Total: 22.97s (Raciocínio: 19.75s, Formatação: 3.22s)"
fbe1de41.json,"Total: 40.14s (Raciocínio: 19.97s, Formatação: 20.17s)"
f9ae216c.json,"Total: 87.30s (Raciocínio: 22.26s, Formatação: 65.04s)"
fbda21b5.json,"Total: 99.55s (Raciocínio: 98.53s, Formatação: 1.03s)"
fdad49aa.json,"Total: 13.35s (Raciocínio: 10.91s, Formatação: 2.43s)"
fe7b6da0.json,"Total: 20.49s (Raciocínio: 18.10s, Formatação: 2.40s)"
fecead08.json,"Total: 108.16s (Raciocínio: 96.59s, Formatação: 11.57s)"
Tempo do Batch,"Total: 9625.51s (Raciocínio: 7502.16s, Formatação: 2123.35s)"
