Task,gemma-4-31b-it
c7230dd7.json,"Total: 11870 (Prompt: 2342, Resposta: 934, Pensamento: 8594)"
cbca88e3.json,"Total: 12187 (Prompt: 2709, Resposta: 1285, Pensamento: 8193)"
cec84240.json,"Total: 17725 (Prompt: 3218, Resposta: 1081, Pensamento: 13426)"
d03dd6d4.json,"Total: 11347 (Prompt: 1844, Resposta: 1147, Pensamento: 8356)"
d2ddb74d.json,"Total: 15198 (Prompt: 5541, Resposta: 2177, Pensamento: 7480)"
d93fbf93.json,"Total: 15661 (Prompt: 2018, Resposta: 1371, Pensamento: 12272)"
c0e39f5e.json,"Total: 14629 (Prompt: 4192, Resposta: 2622, Pensamento: 7815)"
dd4150be.json,"Total: 7465 (Prompt: 1575, Resposta: 1174, Pensamento: 4716)"
dfdf5eee.json,"Total: 3215 (Prompt: 827, Resposta: 480, Pensamento: 1908)"
e2a230e1.json,"Total: 16156 (Prompt: 2930, Resposta: 1386, Pensamento: 11840)"
e2b063a5.json,"Total: 10762 (Prompt: 2318, Resposta: 1230, Pensamento: 7214)"
e4fb35cb.json,"Total: 9425 (Prompt: 2114, Resposta: 1070, Pensamento: 6241)"
c10cfc3c.json,"Total: 22795 (Prompt: 7847, Resposta: 2313, Pensamento: 12635)"
dc80ca90.json,"Total: 9644 (Prompt: 2415, Resposta: 984, Pensamento: 6245)"
e768e80e.json,"Total: 6375 (Prompt: 1444, Resposta: 920, Pensamento: 4011)"
e9463c29.json,"Total: 10456 (Prompt: 1854, Resposta: 1259, Pensamento: 7343)"
ebce463f.json,"Total: 18873 (Prompt: 3071, Resposta: 1293, Pensamento: 14509)"
f36a217b.json,"Total: 7184 (Prompt: 1875, Resposta: 1011, Pensamento: 4298)"
f130c8f9.json,"Total: 16914 (Prompt: 1613, Resposta: 814, Pensamento: 14487)"
f376f16b.json,"Total: 9419 (Prompt: 1843, Resposta: 1185, Pensamento: 6391)"
f572d237.json,"Total: 6798 (Prompt: 1269, Resposta: 758, Pensamento: 4771)"
f4db530b.json,"Total: 14796 (Prompt: 2493, Resposta: 1055, Pensamento: 11248)"
f73873f1.json,"Total: 5839 (Prompt: 1353, Resposta: 847, Pensamento: 3639)"
f925a6af.json,"Total: 13783 (Prompt: 3405, Resposta: 1382, Pensamento: 8996)"
fbb715ae.json,"Total: 9190 (Prompt: 2043, Resposta: 1362, Pensamento: 5785)"
fffd93af.json,"Total: 13958 (Prompt: 4747, Resposta: 1127, Pensamento: 8084)"
f77ed153.json,"Total: 39623 (Prompt: 22504, Resposta: 738, Pensamento: 16381)"
