New_Task_ID,Original_Task,Input_Transformation,Output_Transformation
3cc40d38,d6ad076f.json,rotate_90_cw,rotate_90_cw
d82ba02c,d89b689b.json,rotate_90_cw,rotate_90_cw
5a2caad7,d8c310e9.json,rotate_90_ccw,rotate_90_ccw
c38789dd,d90796e8.json,rotate_180,rotate_180
d96d0707,d9fac9be.json,rotate_180,rotate_180
3126c7a6,dae9d2b5.json,rotate_180,rotate_180
173f4982,db3e9e38.json,rotate_90_ccw,rotate_90_ccw
f40cf652,dc1df850.json,rotate_180,rotate_180
433124d1,dc433765.json,rotate_90_cw,rotate_90_cw
e0d35ac7,ddf7fa4f.json,rotate_90_ccw,rotate_90_ccw
1f6d3ed6,de1cd16c.json,rotate_90_cw,rotate_90_cw
15fbef43,ded97339.json,rotate_180,rotate_180
c023b610,e179c5f4.json,rotate_180,rotate_180
9fde16ef,e21d9049.json,rotate_90_cw,rotate_90_cw
15628fa1,e26a3af2.json,rotate_90_cw,rotate_90_cw
c2b7da75,e3497940.json,rotate_90_ccw,rotate_90_ccw
8fc6fa8e,e48d4e1a.json,rotate_90_ccw,rotate_90_ccw
6f7f6aea,e50d258f.json,rotate_90_ccw,rotate_90_ccw
4ecad724,e76a88a6.json,rotate_90_ccw,rotate_90_ccw
0cb2035d,e9614598.json,rotate_90_ccw,rotate_90_ccw
2b589513,e98196ab.json,rotate_90_cw,rotate_90_cw
5b966959,e9afcf9a.json,rotate_90_ccw,rotate_90_ccw
d102533b,ea32f347.json,rotate_90_ccw,rotate_90_ccw
a08f4a56,ea786f4a.json,rotate_180,rotate_180
beeeabad,eb281b96.json,rotate_180,rotate_180
2b2297a9,eb5a1d5d.json,rotate_90_cw,rotate_90_cw
936233c9,ef135b50.json,rotate_180,rotate_180
54da9170,f1cefba8.json,rotate_180,rotate_180
76429cbd,f25fbde4.json,rotate_180,rotate_180
544c86fb,f25ffba3.json,rotate_90_ccw,rotate_90_ccw
918ad16a,f5b8619d.json,rotate_180,rotate_180
b4acdc73,f76d97a5.json,rotate_90_cw,rotate_90_cw
6b7402d8,f8b3ba0a.json,rotate_90_ccw,rotate_90_ccw
9b527950,f8ff0b80.json,rotate_90_ccw,rotate_90_ccw
30aefb06,f9012d9b.json,rotate_90_ccw,rotate_90_ccw
b52c30f7,fafffa47.json,rotate_90_ccw,rotate_90_ccw
59f53d77,fcb5c309.json,rotate_180,rotate_180
d4aba306,fcc82909.json,rotate_180,rotate_180
1e426b95,feca6190.json,rotate_180,rotate_180
9d3dca02,ff28f65a.json,rotate_180,rotate_180
505328e6,007bbfb7.json,reflect_vertical,reflect_vertical
cc789ca7,017c7c7b.json,reflect_vertical,reflect_vertical
a41aec0c,025d127b.json,reflect_horizontal,reflect_horizontal
2d17a4a0,0520fde7.json,reflect_vertical,reflect_vertical
f49b9f90,05f2a901.json,reflect_horizontal,reflect_horizontal
63aaf2ce,08ed6ac7.json,reflect_horizontal,reflect_horizontal
95bf3196,0962bcdd.json,reflect_horizontal,reflect_horizontal
23308f51,0a938d79.json,reflect_horizontal,reflect_horizontal
e078d170,0b148d64.json,reflect_horizontal,reflect_horizontal
f3ee87ae,0ca9ddb6.json,reflect_horizontal,reflect_horizontal
1e8ee3d6,0d3d703e.json,reflect_vertical,reflect_vertical
308a2424,0dfd9992.json,reflect_horizontal,reflect_horizontal
7d3d6bd5,1190e5a7.json,reflect_vertical,reflect_vertical
f3438255,137eaa0f.json,reflect_vertical,reflect_vertical
df148b4b,178fcbfb.json,reflect_vertical,reflect_vertical
8f372d25,1b2d62fb.json,reflect_horizontal,reflect_horizontal
1c76d410,1bfc4729.json,reflect_horizontal,reflect_horizontal
3df0049f,1c786137.json,reflect_horizontal,reflect_horizontal
a71f81f2,1caeab9d.json,reflect_vertical,reflect_vertical
1ff5d68e,1cf80156.json,reflect_horizontal,reflect_horizontal
acf19f2e,1e0a9b12.json,reflect_vertical,reflect_vertical
977ac774,1f642eb9.json,reflect_vertical,reflect_vertical
7445d489,1f85a75f.json,reflect_horizontal,reflect_horizontal
a72f549c,1f876c06.json,reflect_vertical,reflect_vertical
04067399,1fad071e.json,reflect_vertical,reflect_vertical
7a9802c0,2013d3e2.json,reflect_horizontal,reflect_horizontal
d946a20c,2204b7a8.json,reflect_vertical,reflect_vertical
b5b712fe,22168020.json,reflect_horizontal,reflect_horizontal
613c977d,2281f1f4.json,reflect_vertical,reflect_vertical
df206108,228f6490.json,reflect_vertical,reflect_vertical
dd43dfad,22eb0ac0.json,reflect_vertical,reflect_vertical
14143353,23581191.json,reflect_horizontal,reflect_horizontal
7fbf585b,239be575.json,reflect_horizontal,reflect_horizontal
33332f29,23b5c85d.json,reflect_horizontal,reflect_horizontal
3bb0981f,253bf280.json,reflect_vertical,reflect_vertical
f14c68b8,25d487eb.json,reflect_vertical,reflect_vertical
f9beb7e5,25d8a9c8.json,reflect_vertical,reflect_vertical
622c84c8,25ff71a9.json,reflect_horizontal,reflect_horizontal
ef3af90a,272f95fa.json,reflect_horizontal,reflect_horizontal
d33025f2,27a28665.json,reflect_vertical,reflect_vertical
eea8ddd6,28bf18c6.json,reflect_vertical,reflect_vertical
42659e50,29623171.json,reflect_horizontal,reflect_horizontal
2765ffdf,29c11459.json,reflect_horizontal,reflect_horizontal
4c011460,29ec7d0e.json,reflect_horizontal,reflect_horizontal
513e24d3,2c608aff.json,reflect_horizontal,reflect_horizontal
79e43ba7,2dc579da.json,reflect_vertical,reflect_vertical
fbc196cf,2dee498d.json,reflect_horizontal,reflect_horizontal
b2fab35e,31aa019c.json,reflect_vertical,reflect_vertical
5c2545bc,321b1fc6.json,reflect_horizontal,reflect_horizontal
91eccb59,32597951.json,reflect_horizontal,reflect_horizontal
0dba2882,3618c87e.json,reflect_horizontal,reflect_horizontal
279778ba,363442ee.json,reflect_horizontal,reflect_horizontal
2744ce4d,3906de3d.json,reflect_vertical,reflect_vertical
ca726edf,3aa6fb7a.json,reflect_horizontal,reflect_horizontal
51c9e1ec,3ac3eb23.json,reflect_horizontal,reflect_horizontal
7c5d0c3f,3af2c5a8.json,reflect_horizontal,reflect_horizontal
578a394e,3bd67248.json,reflect_vertical,reflect_vertical
584eee43,3bdb4ada.json,reflect_vertical,reflect_vertical
ab8a6001,3c9b0459.json,reflect_horizontal,reflect_horizontal
ee76a098,3e980e27.json,reflect_vertical,reflect_vertical
04e656f5,3f7978a0.json,reflect_horizontal,reflect_horizontal
792503f2,40853293.json,reflect_horizontal,reflect_horizontal
a1ab7be3,41e4d17e.json,reflect_vertical,reflect_vertical
43fe9187,4258a5f9.json,reflect_horizontal,reflect_horizontal
d799bb84,4347f46a.json,reflect_vertical,reflect_vertical
f4c8ccf0,444801d8.json,reflect_vertical,reflect_vertical
277c93c2,445eab21.json,reflect_horizontal,reflect_horizontal
d56f2585,44d8ac46.json,reflect_horizontal,reflect_horizontal
e57b2522,44f52bb0.json,reflect_vertical,reflect_vertical
0904be99,46f33fce.json,reflect_horizontal,reflect_horizontal
490c5c60,47c1f68c.json,reflect_vertical,reflect_vertical
a2f6696f,48d8fb45.json,reflect_vertical,reflect_vertical
fcb2ddf3,4938f0c2.json,reflect_horizontal,reflect_horizontal
468386fd,496994bd.json,reflect_vertical,reflect_vertical
67e40f18,49d1d64f.json,reflect_horizontal,reflect_horizontal
09e07b65,4be741c5.json,reflect_vertical,reflect_vertical
0116d3c1,4c4377d9.json,reflect_vertical,reflect_vertical
83e4df9e,508bd3b6.json,reflect_horizontal,reflect_horizontal
394a0756,50cb2852.json,reflect_vertical,reflect_vertical
125edfe2,5117e062.json,reflect_horizontal,reflect_horizontal
ace0bc7f,5168d44c.json,reflect_horizontal,reflect_horizontal
5629197e,53b68214.json,reflect_horizontal,reflect_horizontal
4833ba1f,543a7ed5.json,reflect_vertical,reflect_vertical
1b1095a8,54d82841.json,reflect_horizontal,reflect_horizontal
7919ffeb,54d9e175.json,reflect_horizontal,reflect_horizontal
fdca53e7,5521c0d9.json,reflect_vertical,reflect_vertical
103797d9,5582e5ca.json,reflect_horizontal,reflect_horizontal
5f136d0e,5614dbcf.json,reflect_vertical,reflect_vertical
a58e4d07,56dc2b01.json,reflect_vertical,reflect_vertical
0bd9f1d0,56ff96f3.json,reflect_vertical,reflect_vertical
bda58440,5bd6f4ac.json,reflect_horizontal,reflect_horizontal
90f5da7e,5c0a986e.json,reflect_horizontal,reflect_horizontal
dfb57fda,60b61512.json,reflect_horizontal,reflect_horizontal
8d45d79c,6150a2bd.json,reflect_vertical,reflect_vertical
c4d4577c,62c24649.json,reflect_vertical,reflect_vertical
1b40be75,63613498.json,reflect_horizontal,reflect_horizontal
62705c1e,6430c8c4.json,reflect_vertical,reflect_vertical
dee8103d,6455b5f5.json,reflect_horizontal,reflect_horizontal
19e94f32,67385a82.json,reflect_vertical,reflect_vertical
c83c97ec,673ef223.json,reflect_horizontal,reflect_horizontal
be5e9957,6773b310.json,reflect_vertical,reflect_vertical
25d3373d,67a3c6ac.json,reflect_vertical,reflect_vertical
bfed2960,67a423a3.json,reflect_vertical,reflect_vertical
c46a4931,67e8384a.json,reflect_horizontal,reflect_horizontal
30c34ffd,68b16354.json,reflect_horizontal,reflect_horizontal
d31717a1,6b9890af.json,reflect_vertical,reflect_vertical
f461b45d,6c434453.json,reflect_vertical,reflect_vertical
8e927d20,6cdd2623.json,reflect_horizontal,reflect_horizontal
79cf39b1,6d0160f0.json,reflect_vertical,reflect_vertical
9a987638,6d0aefbc.json,reflect_vertical,reflect_vertical
8395375d,6d75e8bb.json,reflect_vertical,reflect_vertical
f9109493,6e02f1e3.json,reflect_vertical,reflect_vertical
297f3784,6e82a1ae.json,reflect_horizontal,reflect_horizontal
ee58af15,6ecd11f4.json,reflect_vertical,reflect_vertical
68924e68,6f8cd79b.json,reflect_horizontal,reflect_horizontal
97275317,6fa7a44f.json,reflect_horizontal,reflect_horizontal
32d2e658,7468f01a.json,reflect_horizontal,reflect_horizontal
d65c2055,746b3537.json,reflect_horizontal,reflect_horizontal
9df6d7df,74dd1130.json,reflect_horizontal,reflect_horizontal
e7263471,75b8110e.json,reflect_horizontal,reflect_horizontal
2247228c,760b3cac.json,reflect_horizontal,reflect_horizontal
5861bad6,77fdfe62.json,reflect_vertical,reflect_vertical
0eede98b,780d0b14.json,reflect_horizontal,reflect_horizontal
78c24a43,794b24be.json,reflect_horizontal,reflect_horizontal
59182248,7b7f7511.json,reflect_horizontal,reflect_horizontal
9cfc07d0,7e0986d6.json,reflect_vertical,reflect_vertical
a50d7c10,7f4411dc.json,reflect_vertical,reflect_vertical
32e07bbb,7fe24cdd.json,reflect_vertical,reflect_vertical
d1a97e06,810b9b61.json,reflect_vertical,reflect_vertical
3ce8e416,82819916.json,reflect_vertical,reflect_vertical
f027dfbe,834ec97d.json,reflect_vertical,reflect_vertical
8f8d8555,8403a5d5.json,reflect_vertical,reflect_vertical
236e8d41,855e0971.json,reflect_vertical,reflect_vertical
1a74a195,85c4e7cd.json,reflect_horizontal,reflect_horizontal
ed91aa22,868de0fa.json,reflect_horizontal,reflect_horizontal
a8cf24da,8731374e.json,reflect_vertical,reflect_vertical
cb77d8dc,88a10436.json,reflect_horizontal,reflect_horizontal
9c2a7558,88a62173.json,reflect_vertical,reflect_vertical
a5b75392,8be77c9e.json,reflect_horizontal,reflect_horizontal
41415157,8d5021e8.json,reflect_horizontal,reflect_horizontal
0a981f14,8e1813be.json,reflect_horizontal,reflect_horizontal
848e0e1e,8e5a5113.json,reflect_vertical,reflect_vertical
bf87fadf,8eb1be9a.json,reflect_horizontal,reflect_horizontal
24bef2c2,8efcae92.json,reflect_horizontal,reflect_horizontal
d9db4161,90c28cc7.json,reflect_vertical,reflect_vertical
dab615f3,90f3ed37.json,reflect_vertical,reflect_vertical
3e562f0e,913fb3ed.json,reflect_vertical,reflect_vertical
0c983780,91714a58.json,reflect_horizontal,reflect_horizontal
ebe22680,9172f3a0.json,reflect_vertical,reflect_vertical
5a0d02dd,928ad970.json,reflect_horizontal,reflect_horizontal
64402ae2,941d9a10.json,reflect_horizontal,reflect_horizontal
81c9d535,94f9d214.json,reflect_vertical,reflect_vertical
3a2975f5,952a094c.json,reflect_vertical,reflect_vertical
6f549fab,9565186b.json,reflect_horizontal,reflect_horizontal
694381e2,97999447.json,reflect_vertical,reflect_vertical
10187f18,98cf29f8.json,reflect_horizontal,reflect_horizontal
697c9109,99b1bc43.json,reflect_vertical,reflect_vertical
c238ffc2,99fa7670.json,reflect_horizontal,reflect_horizontal
4f405234,9af7a82c.json,reflect_vertical,reflect_vertical
3f8d5042,9dfd6313.json,reflect_vertical,reflect_vertical
cff41e70,9ecd008a.json,reflect_vertical,reflect_vertical
2dbb265d,9f236235.json,reflect_horizontal,reflect_horizontal
045e133c,a1570a43.json,reflect_vertical,reflect_vertical
e42b3a59,a2fd1cf0.json,reflect_vertical,reflect_vertical
ccaa13e4,a3325580.json,reflect_horizontal,reflect_horizontal
864ac498,a3df8b1e.json,reflect_horizontal,reflect_horizontal
52cd21b5,a416b8f3.json,reflect_vertical,reflect_vertical
8691e4f7,a48eeaf7.json,reflect_vertical,reflect_vertical
521a246d,a5313dff.json,reflect_vertical,reflect_vertical
